gene_id	gene_name	SRR2179997	SRR2179998
agat-gene-1	agat-gene-1	0	0.806762
agat-gene-10	agat-gene-10	0	0
agat-gene-100	agat-gene-100	0	0
agat-gene-101	agat-gene-101	0	0
agat-gene-102	agat-gene-102	0	0
agat-gene-103	agat-gene-103	0	0
agat-gene-104	agat-gene-104	0	0
agat-gene-105	agat-gene-105	0	0
agat-gene-106	agat-gene-106	0	0
agat-gene-107	agat-gene-107	0	0
agat-gene-108	agat-gene-108	0	0
agat-gene-109	agat-gene-109	0	0
agat-gene-11	agat-gene-11	0	0
agat-gene-110	agat-gene-110	0	0
agat-gene-111	agat-gene-111	0	0
agat-gene-112	agat-gene-112	0	0
agat-gene-113	agat-gene-113	0	0
agat-gene-114	agat-gene-114	0	0
agat-gene-115	agat-gene-115	0	0
agat-gene-116	agat-gene-116	0	0
agat-gene-117	agat-gene-117	0	0
agat-gene-118	agat-gene-118	0	0
agat-gene-119	agat-gene-119	0	0
agat-gene-12	agat-gene-12	0	0
agat-gene-120	agat-gene-120	0	0
agat-gene-121	agat-gene-121	0	0
agat-gene-122	agat-gene-122	0	0
agat-gene-123	agat-gene-123	0	0
agat-gene-124	agat-gene-124	0	0
agat-gene-125	agat-gene-125	0	0
agat-gene-126	agat-gene-126	0	0
agat-gene-127	agat-gene-127	0	0
agat-gene-128	agat-gene-128	0	0
agat-gene-129	agat-gene-129	0	0
agat-gene-13	agat-gene-13	0	0
agat-gene-130	agat-gene-130	0	0
agat-gene-131	agat-gene-131	0	0
agat-gene-132	agat-gene-132	0	0
agat-gene-133	agat-gene-133	0	0
agat-gene-134	agat-gene-134	0	0
agat-gene-135	agat-gene-135	0	0
agat-gene-136	agat-gene-136	0	0
agat-gene-137	agat-gene-137	0	0
agat-gene-138	agat-gene-138	0	0
agat-gene-139	agat-gene-139	0	0
agat-gene-14	agat-gene-14	0	0
agat-gene-140	agat-gene-140	0	0
agat-gene-141	agat-gene-141	0	0
agat-gene-142	agat-gene-142	0	0
agat-gene-143	agat-gene-143	0	0
agat-gene-144	agat-gene-144	0	0
agat-gene-145	agat-gene-145	0	0
agat-gene-146	agat-gene-146	0	0
agat-gene-147	agat-gene-147	0	0
agat-gene-148	agat-gene-148	0	0
agat-gene-149	agat-gene-149	0	0
agat-gene-15	agat-gene-15	0	0
agat-gene-150	agat-gene-150	0	0
agat-gene-151	agat-gene-151	0	0
agat-gene-152	agat-gene-152	0	0
agat-gene-153	agat-gene-153	0	0
agat-gene-154	agat-gene-154	0	0
agat-gene-155	agat-gene-155	0	0
agat-gene-156	agat-gene-156	0	0
agat-gene-157	agat-gene-157	0	0
agat-gene-158	agat-gene-158	0	0
agat-gene-159	agat-gene-159	0	0
agat-gene-16	agat-gene-16	0	0
agat-gene-160	agat-gene-160	0	0
agat-gene-161	agat-gene-161	0	0
agat-gene-162	agat-gene-162	0	0
agat-gene-163	agat-gene-163	0	0
agat-gene-164	agat-gene-164	0	0
agat-gene-165	agat-gene-165	0	0
agat-gene-166	agat-gene-166	0	0
agat-gene-167	agat-gene-167	0	0
agat-gene-168	agat-gene-168	0	0
agat-gene-169	agat-gene-169	0	0
agat-gene-17	agat-gene-17	0	0
agat-gene-170	agat-gene-170	0	0
agat-gene-171	agat-gene-171	0	0
agat-gene-172	agat-gene-172	0	0
agat-gene-173	agat-gene-173	0	0
agat-gene-174	agat-gene-174	0	0
agat-gene-175	agat-gene-175	0	0
agat-gene-176	agat-gene-176	0	0
agat-gene-177	agat-gene-177	0	0
agat-gene-178	agat-gene-178	0	0
agat-gene-179	agat-gene-179	0	0
agat-gene-18	agat-gene-18	0	0
agat-gene-180	agat-gene-180	0	0
agat-gene-181	agat-gene-181	0	0
agat-gene-182	agat-gene-182	0	0
agat-gene-183	agat-gene-183	0	0
agat-gene-184	agat-gene-184	0	0
agat-gene-185	agat-gene-185	0	0
agat-gene-186	agat-gene-186	0	0
agat-gene-187	agat-gene-187	0	0
agat-gene-188	agat-gene-188	0	0
agat-gene-189	agat-gene-189	0	0
agat-gene-19	agat-gene-19	0	0
agat-gene-190	agat-gene-190	0	0
agat-gene-191	agat-gene-191	0	0
agat-gene-192	agat-gene-192	0	0
agat-gene-193	agat-gene-193	0	0
agat-gene-194	agat-gene-194	0	0
agat-gene-195	agat-gene-195	0	0
agat-gene-196	agat-gene-196	0	0
agat-gene-197	agat-gene-197	0	0
agat-gene-198	agat-gene-198	0	0
agat-gene-199	agat-gene-199	0	0
agat-gene-2	agat-gene-2	0	0
agat-gene-20	agat-gene-20	0	0
agat-gene-200	agat-gene-200	0	0
agat-gene-201	agat-gene-201	0	0
agat-gene-202	agat-gene-202	0	0
agat-gene-203	agat-gene-203	0	0
agat-gene-204	agat-gene-204	0	0
agat-gene-205	agat-gene-205	0	0
agat-gene-206	agat-gene-206	0	0
agat-gene-207	agat-gene-207	0	0
agat-gene-208	agat-gene-208	0	0
agat-gene-209	agat-gene-209	0	0
agat-gene-21	agat-gene-21	0	0
agat-gene-210	agat-gene-210	0	0
agat-gene-211	agat-gene-211	0	0
agat-gene-212	agat-gene-212	0	0
agat-gene-213	agat-gene-213	0	0
agat-gene-214	agat-gene-214	0	0
agat-gene-215	agat-gene-215	0	0
agat-gene-216	agat-gene-216	0	0
agat-gene-217	agat-gene-217	0	0
agat-gene-218	agat-gene-218	0	0
agat-gene-219	agat-gene-219	0	0
agat-gene-22	agat-gene-22	0	0
agat-gene-220	agat-gene-220	0	0
agat-gene-221	agat-gene-221	0	0
agat-gene-222	agat-gene-222	0	0
agat-gene-223	agat-gene-223	0	0
agat-gene-224	agat-gene-224	0	0
agat-gene-225	agat-gene-225	0	0
agat-gene-226	agat-gene-226	0	0
agat-gene-227	agat-gene-227	0	0
agat-gene-228	agat-gene-228	0	0
agat-gene-229	agat-gene-229	0	0
agat-gene-23	agat-gene-23	0	0
agat-gene-230	agat-gene-230	0	0
agat-gene-231	agat-gene-231	0	0
agat-gene-232	agat-gene-232	0	0
agat-gene-233	agat-gene-233	0	0
agat-gene-234	agat-gene-234	0	0
agat-gene-235	agat-gene-235	0	0
agat-gene-236	agat-gene-236	0	0
agat-gene-237	agat-gene-237	0	0
agat-gene-238	agat-gene-238	0	0
agat-gene-239	agat-gene-239	0	0
agat-gene-24	agat-gene-24	0	0
agat-gene-240	agat-gene-240	0	0
agat-gene-241	agat-gene-241	0	0
agat-gene-242	agat-gene-242	0	0
agat-gene-243	agat-gene-243	0	0
agat-gene-244	agat-gene-244	0	0
agat-gene-245	agat-gene-245	0	0
agat-gene-246	agat-gene-246	0	0
agat-gene-247	agat-gene-247	0	0
agat-gene-248	agat-gene-248	0	0
agat-gene-249	agat-gene-249	0	0
agat-gene-25	agat-gene-25	0	0
agat-gene-250	agat-gene-250	0	0
agat-gene-251	agat-gene-251	0	0
agat-gene-252	agat-gene-252	0	0
agat-gene-253	agat-gene-253	0	0
agat-gene-254	agat-gene-254	0	0
agat-gene-255	agat-gene-255	0	0
agat-gene-256	agat-gene-256	0	0
agat-gene-257	agat-gene-257	0	0
agat-gene-258	agat-gene-258	0	0
agat-gene-259	agat-gene-259	0	0
agat-gene-26	agat-gene-26	0	0
agat-gene-260	agat-gene-260	0	0
agat-gene-261	agat-gene-261	0	0
agat-gene-262	agat-gene-262	0	0
agat-gene-263	agat-gene-263	0	0
agat-gene-264	agat-gene-264	0	0
agat-gene-265	agat-gene-265	0	0
agat-gene-266	agat-gene-266	0	0
agat-gene-267	agat-gene-267	0	0
agat-gene-268	agat-gene-268	0	0
agat-gene-269	agat-gene-269	0	0
agat-gene-27	agat-gene-27	0	0
agat-gene-270	agat-gene-270	0	0
agat-gene-271	agat-gene-271	0	0
agat-gene-272	agat-gene-272	0	0
agat-gene-273	agat-gene-273	0	0
agat-gene-274	agat-gene-274	0	0
agat-gene-275	agat-gene-275	0	0
agat-gene-276	agat-gene-276	0	0
agat-gene-277	agat-gene-277	0	0
agat-gene-278	agat-gene-278	0	0
agat-gene-279	agat-gene-279	0	0
agat-gene-28	agat-gene-28	0	0
agat-gene-280	agat-gene-280	0	0
agat-gene-281	agat-gene-281	0	0
agat-gene-282	agat-gene-282	0	0
agat-gene-283	agat-gene-283	0	0
agat-gene-284	agat-gene-284	0	0
agat-gene-285	agat-gene-285	0	0
agat-gene-286	agat-gene-286	0	0
agat-gene-287	agat-gene-287	0	0
agat-gene-288	agat-gene-288	0	0
agat-gene-289	agat-gene-289	0	0
agat-gene-29	agat-gene-29	0	0
agat-gene-290	agat-gene-290	0	0
agat-gene-291	agat-gene-291	0	0
agat-gene-292	agat-gene-292	0	0
agat-gene-293	agat-gene-293	0	0
agat-gene-294	agat-gene-294	0	0
agat-gene-295	agat-gene-295	0	0
agat-gene-296	agat-gene-296	0	0
agat-gene-297	agat-gene-297	0	0
agat-gene-298	agat-gene-298	0	0
agat-gene-299	agat-gene-299	0	0
agat-gene-3	agat-gene-3	0	0
agat-gene-30	agat-gene-30	0	0
agat-gene-300	agat-gene-300	0	0
agat-gene-301	agat-gene-301	0	0
agat-gene-302	agat-gene-302	0	0
agat-gene-303	agat-gene-303	0	0
agat-gene-304	agat-gene-304	0	0
agat-gene-305	agat-gene-305	0	0
agat-gene-306	agat-gene-306	0	0
agat-gene-307	agat-gene-307	0	0
agat-gene-308	agat-gene-308	0	0
agat-gene-309	agat-gene-309	0	0
agat-gene-31	agat-gene-31	0	0
agat-gene-310	agat-gene-310	0	0
agat-gene-311	agat-gene-311	0	0
agat-gene-312	agat-gene-312	0	0
agat-gene-313	agat-gene-313	0	0
agat-gene-314	agat-gene-314	0	0
agat-gene-315	agat-gene-315	0	0
agat-gene-316	agat-gene-316	0	0
agat-gene-317	agat-gene-317	0	0
agat-gene-318	agat-gene-318	0	0
agat-gene-319	agat-gene-319	0	0
agat-gene-32	agat-gene-32	0	0
agat-gene-320	agat-gene-320	0	0
agat-gene-321	agat-gene-321	0	0
agat-gene-322	agat-gene-322	0	0
agat-gene-323	agat-gene-323	0	0
agat-gene-324	agat-gene-324	0	0
agat-gene-325	agat-gene-325	0	0
agat-gene-326	agat-gene-326	0	0
agat-gene-327	agat-gene-327	0	0
agat-gene-328	agat-gene-328	0	0
agat-gene-329	agat-gene-329	0	0
agat-gene-33	agat-gene-33	0	0
agat-gene-330	agat-gene-330	0	0
agat-gene-331	agat-gene-331	0	0
agat-gene-332	agat-gene-332	0	0
agat-gene-333	agat-gene-333	0	0
agat-gene-334	agat-gene-334	0	0
agat-gene-335	agat-gene-335	0	0
agat-gene-336	agat-gene-336	0	0
agat-gene-337	agat-gene-337	0	0
agat-gene-338	agat-gene-338	0	0
agat-gene-339	agat-gene-339	0	0
agat-gene-34	agat-gene-34	0	0
agat-gene-340	agat-gene-340	0	0
agat-gene-341	agat-gene-341	0	0
agat-gene-342	agat-gene-342	0	0
agat-gene-343	agat-gene-343	0	0
agat-gene-344	agat-gene-344	0	0
agat-gene-345	agat-gene-345	0	0
agat-gene-346	agat-gene-346	0	0
agat-gene-347	agat-gene-347	0	0
agat-gene-348	agat-gene-348	0	0
agat-gene-349	agat-gene-349	0	0
agat-gene-35	agat-gene-35	0	0
agat-gene-350	agat-gene-350	0	0
agat-gene-351	agat-gene-351	0	0
agat-gene-352	agat-gene-352	0	0
agat-gene-353	agat-gene-353	0	0
agat-gene-354	agat-gene-354	0	0
agat-gene-355	agat-gene-355	0	0
agat-gene-356	agat-gene-356	0	0
agat-gene-357	agat-gene-357	0	0
agat-gene-358	agat-gene-358	0	0
agat-gene-359	agat-gene-359	0	0
agat-gene-36	agat-gene-36	0	0
agat-gene-360	agat-gene-360	0	0
agat-gene-37	agat-gene-37	0	0
agat-gene-38	agat-gene-38	0	0
agat-gene-39	agat-gene-39	0	0
agat-gene-4	agat-gene-4	9.187755	15.739199
agat-gene-40	agat-gene-40	0	0
agat-gene-41	agat-gene-41	0	0
agat-gene-42	agat-gene-42	0	0
agat-gene-43	agat-gene-43	0	0
agat-gene-44	agat-gene-44	0	0
agat-gene-45	agat-gene-45	0	0
agat-gene-46	agat-gene-46	0	0
agat-gene-47	agat-gene-47	0	0
agat-gene-48	agat-gene-48	0	0
agat-gene-49	agat-gene-49	0	0
agat-gene-5	agat-gene-5	0	0
agat-gene-50	agat-gene-50	0	0
agat-gene-51	agat-gene-51	0	0
agat-gene-52	agat-gene-52	0	0
agat-gene-53	agat-gene-53	0	0
agat-gene-54	agat-gene-54	0	0
agat-gene-55	agat-gene-55	0	0
agat-gene-56	agat-gene-56	0	0
agat-gene-57	agat-gene-57	0	0
agat-gene-58	agat-gene-58	0	0
agat-gene-59	agat-gene-59	0	0
agat-gene-6	agat-gene-6	0	0
agat-gene-60	agat-gene-60	0	0
agat-gene-61	agat-gene-61	0	0
agat-gene-62	agat-gene-62	0	0
agat-gene-63	agat-gene-63	0	0
agat-gene-64	agat-gene-64	0	0
agat-gene-65	agat-gene-65	0	0
agat-gene-66	agat-gene-66	0	0
agat-gene-67	agat-gene-67	0	0
agat-gene-68	agat-gene-68	0	0
agat-gene-69	agat-gene-69	0	0
agat-gene-7	agat-gene-7	26.885646	0
agat-gene-70	agat-gene-70	0	0
agat-gene-71	agat-gene-71	0	0
agat-gene-72	agat-gene-72	0	0
agat-gene-73	agat-gene-73	0	0
agat-gene-74	agat-gene-74	0	0
agat-gene-75	agat-gene-75	0	0
agat-gene-76	agat-gene-76	0	0
agat-gene-77	agat-gene-77	0	0
agat-gene-78	agat-gene-78	0	0
agat-gene-79	agat-gene-79	0	0
agat-gene-8	agat-gene-8	0	0
agat-gene-80	agat-gene-80	0	0
agat-gene-81	agat-gene-81	0	0
agat-gene-82	agat-gene-82	0	0
agat-gene-83	agat-gene-83	0	0
agat-gene-84	agat-gene-84	0	0
agat-gene-85	agat-gene-85	0	0
agat-gene-86	agat-gene-86	0	0
agat-gene-87	agat-gene-87	0	0
agat-gene-88	agat-gene-88	0	0
agat-gene-89	agat-gene-89	0	0
agat-gene-9	agat-gene-9	0	0
agat-gene-90	agat-gene-90	0	0
agat-gene-91	agat-gene-91	0	0
agat-gene-92	agat-gene-92	0	0
agat-gene-93	agat-gene-93	0	0
agat-gene-94	agat-gene-94	0	0
agat-gene-95	agat-gene-95	0	0
agat-gene-96	agat-gene-96	0	0
agat-gene-97	agat-gene-97	0	0
agat-gene-98	agat-gene-98	0	0
agat-gene-99	agat-gene-99	0	0
agat-pseudogene-1	agat-pseudogene-1	0.066602	0.054304
agat-pseudogene-10	agat-pseudogene-10	0	0
agat-pseudogene-100	agat-pseudogene-100	0	0
agat-pseudogene-101	agat-pseudogene-101	0	0
agat-pseudogene-102	agat-pseudogene-102	0	0
agat-pseudogene-103	agat-pseudogene-103	0	0
agat-pseudogene-104	agat-pseudogene-104	0	0
agat-pseudogene-105	agat-pseudogene-105	0	0
agat-pseudogene-106	agat-pseudogene-106	0	0
agat-pseudogene-107	agat-pseudogene-107	3.055072	3.033934
agat-pseudogene-108	agat-pseudogene-108	0	0
agat-pseudogene-109	agat-pseudogene-109	0	0
agat-pseudogene-11	agat-pseudogene-11	0	0
agat-pseudogene-110	agat-pseudogene-110	0	0
agat-pseudogene-111	agat-pseudogene-111	0	0
agat-pseudogene-112	agat-pseudogene-112	0	0
agat-pseudogene-113	agat-pseudogene-113	0	0
agat-pseudogene-114	agat-pseudogene-114	0	0
agat-pseudogene-115	agat-pseudogene-115	0	0
agat-pseudogene-116	agat-pseudogene-116	0	0
agat-pseudogene-117	agat-pseudogene-117	0	0
agat-pseudogene-118	agat-pseudogene-118	0	0
agat-pseudogene-119	agat-pseudogene-119	0	0
agat-pseudogene-12	agat-pseudogene-12	0.120939	0.139844
agat-pseudogene-120	agat-pseudogene-120	92.425893	54.697827
agat-pseudogene-121	agat-pseudogene-121	0	0
agat-pseudogene-122	agat-pseudogene-122	0	0
agat-pseudogene-123	agat-pseudogene-123	0.379301	0.373845
agat-pseudogene-124	agat-pseudogene-124	0	0.008806
agat-pseudogene-125	agat-pseudogene-125	0	0
agat-pseudogene-126	agat-pseudogene-126	0	0
agat-pseudogene-127	agat-pseudogene-127	0	0
agat-pseudogene-128	agat-pseudogene-128	0.022668	0.043685
agat-pseudogene-129	agat-pseudogene-129	0.207899	0.290335
agat-pseudogene-13	agat-pseudogene-13	0	0
agat-pseudogene-130	agat-pseudogene-130	0.254957	0.717931
agat-pseudogene-131	agat-pseudogene-131	0.154725	0.152389
agat-pseudogene-132	agat-pseudogene-132	0.60301	0.350982
agat-pseudogene-133	agat-pseudogene-133	0	0
agat-pseudogene-134	agat-pseudogene-134	0	0
agat-pseudogene-135	agat-pseudogene-135	0.187134	0.097044
agat-pseudogene-136	agat-pseudogene-136	0.285708	0.394919
agat-pseudogene-137	agat-pseudogene-137	0.010183	0
agat-pseudogene-138	agat-pseudogene-138	0	0
agat-pseudogene-139	agat-pseudogene-139	0	0
agat-pseudogene-14	agat-pseudogene-14	0.011899	0.026593
agat-pseudogene-140	agat-pseudogene-140	0	0
agat-pseudogene-141	agat-pseudogene-141	0	0
agat-pseudogene-142	agat-pseudogene-142	0	0
agat-pseudogene-143	agat-pseudogene-143	0	0
agat-pseudogene-144	agat-pseudogene-144	0	0
agat-pseudogene-145	agat-pseudogene-145	0	0
agat-pseudogene-146	agat-pseudogene-146	0	0
agat-pseudogene-147	agat-pseudogene-147	0	0
agat-pseudogene-148	agat-pseudogene-148	0	0
agat-pseudogene-149	agat-pseudogene-149	0	0
agat-pseudogene-15	agat-pseudogene-15	0.18943	0.132387
agat-pseudogene-150	agat-pseudogene-150	0	0
agat-pseudogene-151	agat-pseudogene-151	0	0
agat-pseudogene-152	agat-pseudogene-152	0	0
agat-pseudogene-153	agat-pseudogene-153	0	0
agat-pseudogene-154	agat-pseudogene-154	0	0
agat-pseudogene-155	agat-pseudogene-155	0	0
agat-pseudogene-156	agat-pseudogene-156	0	0
agat-pseudogene-157	agat-pseudogene-157	0	0
agat-pseudogene-158	agat-pseudogene-158	0	0
agat-pseudogene-159	agat-pseudogene-159	0	0
agat-pseudogene-16	agat-pseudogene-16	1.138158	1.359059
agat-pseudogene-160	agat-pseudogene-160	0	0
agat-pseudogene-161	agat-pseudogene-161	0	0
agat-pseudogene-162	agat-pseudogene-162	0	0
agat-pseudogene-163	agat-pseudogene-163	0	0
agat-pseudogene-164	agat-pseudogene-164	0	0
agat-pseudogene-165	agat-pseudogene-165	0	0
agat-pseudogene-166	agat-pseudogene-166	0	0
agat-pseudogene-167	agat-pseudogene-167	0	0
agat-pseudogene-168	agat-pseudogene-168	0	0
agat-pseudogene-169	agat-pseudogene-169	0	0
agat-pseudogene-17	agat-pseudogene-17	0.062299	0.090047
agat-pseudogene-170	agat-pseudogene-170	0	0
agat-pseudogene-171	agat-pseudogene-171	0	0
agat-pseudogene-172	agat-pseudogene-172	0	0
agat-pseudogene-173	agat-pseudogene-173	0	0
agat-pseudogene-174	agat-pseudogene-174	0	0
agat-pseudogene-175	agat-pseudogene-175	0	0
agat-pseudogene-176	agat-pseudogene-176	0	0
agat-pseudogene-177	agat-pseudogene-177	0	0
agat-pseudogene-178	agat-pseudogene-178	0	0
agat-pseudogene-179	agat-pseudogene-179	0	0
agat-pseudogene-18	agat-pseudogene-18	0.02405	0.069524
agat-pseudogene-180	agat-pseudogene-180	0	0
agat-pseudogene-181	agat-pseudogene-181	0	0
agat-pseudogene-182	agat-pseudogene-182	0	0
agat-pseudogene-183	agat-pseudogene-183	0	0
agat-pseudogene-184	agat-pseudogene-184	0	0
agat-pseudogene-185	agat-pseudogene-185	0	0
agat-pseudogene-186	agat-pseudogene-186	0	0
agat-pseudogene-187	agat-pseudogene-187	0	0
agat-pseudogene-188	agat-pseudogene-188	0	0
agat-pseudogene-189	agat-pseudogene-189	0	0
agat-pseudogene-19	agat-pseudogene-19	0	0
agat-pseudogene-190	agat-pseudogene-190	0	0
agat-pseudogene-191	agat-pseudogene-191	0	0
agat-pseudogene-192	agat-pseudogene-192	0	0
agat-pseudogene-193	agat-pseudogene-193	0	0
agat-pseudogene-194	agat-pseudogene-194	0	0
agat-pseudogene-195	agat-pseudogene-195	0	0
agat-pseudogene-196	agat-pseudogene-196	0.09689	0.187534
agat-pseudogene-197	agat-pseudogene-197	0	0
agat-pseudogene-198	agat-pseudogene-198	0.153074	0.295004
agat-pseudogene-199	agat-pseudogene-199	0	0
agat-pseudogene-2	agat-pseudogene-2	2.250266	1.716611
agat-pseudogene-20	agat-pseudogene-20	0.13785	0.056896
agat-pseudogene-200	agat-pseudogene-200	0	0
agat-pseudogene-201	agat-pseudogene-201	0	0
agat-pseudogene-202	agat-pseudogene-202	0	0
agat-pseudogene-203	agat-pseudogene-203	0	0
agat-pseudogene-204	agat-pseudogene-204	0.077246	0.322522
agat-pseudogene-205	agat-pseudogene-205	0	0.1314
agat-pseudogene-206	agat-pseudogene-206	0	0
agat-pseudogene-207	agat-pseudogene-207	0.138664	0.048702
agat-pseudogene-208	agat-pseudogene-208	0	0
agat-pseudogene-209	agat-pseudogene-209	0.553998	0.574221
agat-pseudogene-21	agat-pseudogene-21	0.134495	0.036071
agat-pseudogene-210	agat-pseudogene-210	0	0
agat-pseudogene-211	agat-pseudogene-211	0	0
agat-pseudogene-212	agat-pseudogene-212	0.016465	0.050014
agat-pseudogene-213	agat-pseudogene-213	0.130172	0.063143
agat-pseudogene-214	agat-pseudogene-214	0.040859	0
agat-pseudogene-215	agat-pseudogene-215	5.859411	7.482657
agat-pseudogene-216	agat-pseudogene-216	4.44601	8.285319
agat-pseudogene-217	agat-pseudogene-217	0	0
agat-pseudogene-218	agat-pseudogene-218	0	0.109972
agat-pseudogene-219	agat-pseudogene-219	0	0
agat-pseudogene-22	agat-pseudogene-22	0.353693	0.37791
agat-pseudogene-220	agat-pseudogene-220	0	0
agat-pseudogene-221	agat-pseudogene-221	0	0
agat-pseudogene-222	agat-pseudogene-222	0.336678	0.399032
agat-pseudogene-223	agat-pseudogene-223	0	0
agat-pseudogene-224	agat-pseudogene-224	0.049139	0
agat-pseudogene-225	agat-pseudogene-225	0	0
agat-pseudogene-226	agat-pseudogene-226	0	0
agat-pseudogene-227	agat-pseudogene-227	0	0
agat-pseudogene-228	agat-pseudogene-228	0.175702	0.191396
agat-pseudogene-229	agat-pseudogene-229	0.703972	1.001525
agat-pseudogene-23	agat-pseudogene-23	0.569074	0.594174
agat-pseudogene-230	agat-pseudogene-230	0.014016	0
agat-pseudogene-231	agat-pseudogene-231	0.311442	0.228331
agat-pseudogene-232	agat-pseudogene-232	0.130784	0.244169
agat-pseudogene-233	agat-pseudogene-233	0.187374	0.157984
agat-pseudogene-234	agat-pseudogene-234	0.298793	0.575833
agat-pseudogene-235	agat-pseudogene-235	0	0
agat-pseudogene-236	agat-pseudogene-236	0.287006	0.125277
agat-pseudogene-237	agat-pseudogene-237	0	0
agat-pseudogene-238	agat-pseudogene-238	0	0
agat-pseudogene-239	agat-pseudogene-239	0	0
agat-pseudogene-24	agat-pseudogene-24	0	0
agat-pseudogene-240	agat-pseudogene-240	0	0
agat-pseudogene-241	agat-pseudogene-241	0	0
agat-pseudogene-242	agat-pseudogene-242	0	0
agat-pseudogene-243	agat-pseudogene-243	0	0
agat-pseudogene-244	agat-pseudogene-244	0	0
agat-pseudogene-245	agat-pseudogene-245	0	0
agat-pseudogene-246	agat-pseudogene-246	0	0
agat-pseudogene-247	agat-pseudogene-247	0	0
agat-pseudogene-248	agat-pseudogene-248	0.193064	0.082682
agat-pseudogene-249	agat-pseudogene-249	1.948184	0.630752
agat-pseudogene-25	agat-pseudogene-25	0	0
agat-pseudogene-250	agat-pseudogene-250	0	0
agat-pseudogene-251	agat-pseudogene-251	1.104729	1.9218
agat-pseudogene-252	agat-pseudogene-252	0	0.026491
agat-pseudogene-253	agat-pseudogene-253	1.867075	2.306857
agat-pseudogene-254	agat-pseudogene-254	0	0
agat-pseudogene-255	agat-pseudogene-255	0	0
agat-pseudogene-256	agat-pseudogene-256	1.519545	2.222644
agat-pseudogene-257	agat-pseudogene-257	0.142677	0.045828
agat-pseudogene-258	agat-pseudogene-258	4.797059	6.218305
agat-pseudogene-259	agat-pseudogene-259	0.228873	0.27468
agat-pseudogene-26	agat-pseudogene-26	0	0
agat-pseudogene-260	agat-pseudogene-260	0	0
agat-pseudogene-261	agat-pseudogene-261	0.0226	0.138777
agat-pseudogene-262	agat-pseudogene-262	0.012974	0.025004
agat-pseudogene-263	agat-pseudogene-263	1.211206	1.324655
agat-pseudogene-264	agat-pseudogene-264	0	0
agat-pseudogene-265	agat-pseudogene-265	0.100961	0.138886
agat-pseudogene-266	agat-pseudogene-266	0.21151	0.323698
agat-pseudogene-267	agat-pseudogene-267	0	0
agat-pseudogene-268	agat-pseudogene-268	0	0
agat-pseudogene-269	agat-pseudogene-269	0	0
agat-pseudogene-27	agat-pseudogene-27	0.230791	0.323332
agat-pseudogene-270	agat-pseudogene-270	0	0
agat-pseudogene-271	agat-pseudogene-271	0	0
agat-pseudogene-272	agat-pseudogene-272	0	0
agat-pseudogene-273	agat-pseudogene-273	0	0
agat-pseudogene-274	agat-pseudogene-274	0	0
agat-pseudogene-275	agat-pseudogene-275	0	0
agat-pseudogene-276	agat-pseudogene-276	0	0
agat-pseudogene-277	agat-pseudogene-277	92.662748	55.109455
agat-pseudogene-278	agat-pseudogene-278	92.301499	54.561654
agat-pseudogene-279	agat-pseudogene-279	92.050437	54.356659
agat-pseudogene-28	agat-pseudogene-28	0.23414	0.075211
agat-pseudogene-280	agat-pseudogene-280	92.080695	54.545273
agat-pseudogene-281	agat-pseudogene-281	92.243014	54.696405
agat-pseudogene-282	agat-pseudogene-282	92.262315	55.115999
agat-pseudogene-283	agat-pseudogene-283	91.663772	55.698661
agat-pseudogene-284	agat-pseudogene-284	91.474101	55.722573
agat-pseudogene-285	agat-pseudogene-285	91.058305	55.954341
agat-pseudogene-286	agat-pseudogene-286	91.017196	55.930063
agat-pseudogene-287	agat-pseudogene-287	91.095908	56.089677
agat-pseudogene-288	agat-pseudogene-288	91.012442	56.089684
agat-pseudogene-289	agat-pseudogene-289	91.004734	56.36223
agat-pseudogene-29	agat-pseudogene-29	1.535437	1.876356
agat-pseudogene-290	agat-pseudogene-290	90.655518	56.674533
agat-pseudogene-291	agat-pseudogene-291	90.83188	56.600024
agat-pseudogene-292	agat-pseudogene-292	0	0
agat-pseudogene-293	agat-pseudogene-293	0	0
agat-pseudogene-294	agat-pseudogene-294	0	0
agat-pseudogene-295	agat-pseudogene-295	0	0
agat-pseudogene-296	agat-pseudogene-296	0	0
agat-pseudogene-297	agat-pseudogene-297	0	0
agat-pseudogene-298	agat-pseudogene-298	0	0
agat-pseudogene-299	agat-pseudogene-299	0	0
agat-pseudogene-3	agat-pseudogene-3	0.344759	0.315434
agat-pseudogene-30	agat-pseudogene-30	0.048631	0.089614
agat-pseudogene-300	agat-pseudogene-300	0	0
agat-pseudogene-301	agat-pseudogene-301	0	0
agat-pseudogene-302	agat-pseudogene-302	0	0
agat-pseudogene-303	agat-pseudogene-303	0	0
agat-pseudogene-304	agat-pseudogene-304	0	0
agat-pseudogene-305	agat-pseudogene-305	0	0
agat-pseudogene-306	agat-pseudogene-306	0	0
agat-pseudogene-307	agat-pseudogene-307	0	0
agat-pseudogene-308	agat-pseudogene-308	0	0
agat-pseudogene-309	agat-pseudogene-309	0	0
agat-pseudogene-31	agat-pseudogene-31	0	0
agat-pseudogene-310	agat-pseudogene-310	0	0
agat-pseudogene-311	agat-pseudogene-311	0	0
agat-pseudogene-312	agat-pseudogene-312	0	0
agat-pseudogene-313	agat-pseudogene-313	0	0
agat-pseudogene-314	agat-pseudogene-314	0	0
agat-pseudogene-315	agat-pseudogene-315	0	0
agat-pseudogene-316	agat-pseudogene-316	0	0
