ID	Description	Cluster	FoldEnrichment	pvalue	p.adjust	p.adjust_hyper	GeneHits	GeneSetSize	RegionHits
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	actinopterygii	2.97622574836223	0.0103256479398468	0.0263933635145352	0.0373280943819762	4	58	7
GO:0010038	response to metal ion	actinopterygii	3.31211430998358	0.0105588516125376	0.0268584380823771	0.387398364940405	2	69	6
GO:0009191	ribonucleoside diphosphate catabolic process	actinopterygii	3.81539078841744	0.0109134483810965	0.0276057545122017	0.301712736551621	2	52	5
GO:0003309	type B pancreatic cell differentiation	actinopterygii	3.81145860201639	0.0109580094246908	0.0276057545122017	0.0136077596834625	4	40	5
GO:0003231	cardiac ventricle development	actinopterygii	3.67508611105795	0.0126462165444928	0.0317063036809294	0.18814352950272	2	35	5
GO:0007368	determination of left/right symmetry	actinopterygii	1.80972221767853	0.0129205018621884	0.0322397284561273	0.0165107526934196	12	308	18
GO:0009205	purine ribonucleoside triphosphate metabolic process	actinopterygii	2.81589423522124	0.0136082211298319	0.0337948240380658	0.164288466522454	4	105	7
GO:0009144	purine nucleoside triphosphate metabolic process	actinopterygii	2.7974502520685	0.0140558303643345	0.034741769391091	0.171904903707909	4	107	7
GO:0009134	nucleoside diphosphate catabolic process	actinopterygii	3.52896031129757	0.0148097689364278	0.0364334221722448	0.330422208587286	2	58	5
GO:0032835	glomerulus development	actinopterygii	2.38826148442808	0.014940017859298	0.0365820998050102	0.0290374450734783	5	81	9
GO:0055001	muscle cell development	actinopterygii	1.81434699411549	0.0150562853868905	0.0366953188033983	0.000334806068526419	15	263	17
GO:0009185	ribonucleoside diphosphate metabolic process	actinopterygii	3.48359635255206	0.0155689165986719	0.0377690384152965	0.335245923173756	2	59	5
GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	actinopterygii	1.88691245087934	0.0157948514110385	0.0381405628543049	0.00780849530329289	10	201	15
GO:0046530	photoreceptor cell differentiation	actinopterygii	2.23792427852735	0.0160105343695171	0.038484036741408	0.038244639916578	6	122	10
GO:0043484	regulation of RNA splicing	actinopterygii	2.23523850794872	0.0161293521052108	0.0385926050371254	0.0414684192808168	6	125	10
GO:0000380	alternative mRNA splicing, via spliceosome	actinopterygii	2.70524230477748	0.0165561892695618	0.0393154055671847	0.0594984549216052	4	69	7
GO:0048705	skeletal system morphogenesis	actinopterygii	1.76018252673491	0.01658149738616	0.0393154055671847	0.0039142207889638	12	245	18
GO:0042445	hormone metabolic process	actinopterygii	2.60734269454182	0.0197700078501375	0.0466643428534777	0.0261488107558292	5	78	7
GO:0010817	regulation of hormone levels	actinopterygii	2.27133968942891	0.019899546711467	0.0467594729901735	0.0360080974189871	6	120	9
GO:0009953	dorsal/ventral pattern formation	actinopterygii	1.98989274879412	0.0202350465638303	0.0471315953263491	0.0055563741409749	9	157	12
GO:0007519	skeletal muscle tissue development	actinopterygii	2.06383269747544	0.0202378033366957	0.0471315953263491	0.00616148663818322	9	160	11
GO:0009132	nucleoside diphosphate metabolic process	actinopterygii	3.21779033338139	0.021070028512272	0.0488526324797811	0.377772789746151	2	67	5
GO:0046328	regulation of JNK cascade	actinopterygii	3.20246814563001	0.0214519748081655	0.049477125874711	0.0140879095139001	4	41	5
GO:0002062	chondrocyte differentiation	actinopterygii	2.81644757871807	0.021528215075256	0.049477125874711	0.224103295098814	2	40	6
GO:0055123	digestive system development	actinopterygii	2.04097091383272	0.0217260381508157	0.0497137292184603	0.095962795081652	6	160	11
GO:0001945	lymph vessel development	actinopterygii	2.36734656268548	0.0220298263655323	0.0501896913719085	0.00738853207477247	6	78	8
GO:1904888	cranial skeletal system development	actinopterygii	1.70209059329465	0.0222221964657288	0.0503023350470609	0.0140902217675529	11	263	18
GO:0001667	ameboidal-type cell migration	actinopterygii	1.66671211617553	0.023151732009304	0.0516234364803204	0.0354084400063025	9	229	19
GO:0055007	cardiac muscle cell differentiation	actinopterygii	2.47677894206522	0.025194662988815	0.0559406923988943	0.0488395426111152	4	64	7
GO:0090263	positive regulation of canonical Wnt signaling pathway	actinopterygii	3.06081731189753	0.0253997991445327	0.0561582057035237	0.0269753847168741	4	51	5
GO:0001503	ossification	actinopterygii	2.0642799498615	0.0260141857896929	0.0571764891422136	0.0120724381483835	7	118	10
GO:0030100	regulation of endocytosis	actinopterygii	2.95473954627155	0.0289249771536592	0.0626571861793677	0.0295178466064466	4	53	5
GO:0060538	skeletal muscle organ development	actinopterygii	1.92483132343066	0.0312715479285721	0.067433296767785	0.00898629855823894	9	173	11
GO:0031018	endocrine pancreas development	actinopterygii	2.56387917499725	0.031908633585806	0.0685250983564031	0.0177112821835948	5	70	6
GO:0021514	ventral spinal cord interneuron differentiation	actinopterygii	2.83041298319104	0.0338171081086231	0.07203318962975	0.000449884904119977	5	26	5
GO:0042127	regulation of cell population proliferation	actinopterygii	1.56920444390561	0.0346152476927863	0.0732598512613948	0.00678807734316884	14	338	20
GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	actinopterygii	1.70192131164343	0.0346726013603548	0.0732598512613948	0.013814214494568	10	224	15
GO:2000026	regulation of multicellular organismal development	actinopterygii	1.43374241572897	0.0361435125922642	0.0757568023933858	0.000442952315542338	21	476	29
GO:0007219	Notch signaling pathway	actinopterygii	2.02797332002467	0.0368929006607256	0.0770194420168136	0.0136077596834625	7	122	9
GO:0055002	striated muscle cell development	actinopterygii	1.72164652060391	0.0372287567662492	0.0772935935011386	0.0020888772083622	12	224	14
GO:0003007	heart morphogenesis	actinopterygii	1.62247062966591	0.03765875411036	0.0776897132040498	0.00992065802831321	12	282	17
GO:0042462	eye photoreceptor cell development	actinopterygii	2.38794059249506	0.042531597976433	0.0850631959528661	0.035530346201774	4	57	6
GO:0008593	regulation of Notch signaling pathway	actinopterygii	2.33215461573298	0.0466986643259243	0.0926897731317588	0.0129732671323832	5	63	6
GO:0051960	regulation of nervous system development	actinopterygii	1.62082865443504	0.0489975206948857	0.0965214317448124	0.00024830357752919	12	167	15
GO:0030177	positive regulation of Wnt signaling pathway	actinopterygii	2.30088557523954	0.04923513309742	0.0966262537192812	0.0216178270001141	5	74	6
GO:0048701	embryonic cranial skeleton morphogenesis	actinopterygii	1.64181337416125	0.0512664844913994	0.100237454751841	0.0290374450734783	8	182	14
GO:0007224	smoothened signaling pathway	actinopterygii	2.08091119506084	0.0548104333978572	0.104438789456281	0.0261488107558292	5	78	7
GO:0001756	somitogenesis	actinopterygii	1.93785453049949	0.0585208480310238	0.110975919894547	0.00731301867176503	7	105	8
GO:1901880	negative regulation of protein depolymerization	actinopterygii	2.41755962978435	0.0587080398673945	0.110975919894547	0.00678807734316884	5	52	5
GO:0050767	regulation of neurogenesis	actinopterygii	1.69603893869027	0.0650325461086251	0.120413618943179	0.000449884904119977	10	129	11
GO:0007254	JNK cascade	actinopterygii	2.33508100158536	0.0659681550884139	0.121715891782848	0.0310290354836291	4	54	5
GO:0043242	negative regulation of protein-containing complex disassembly	actinopterygii	2.27252292534248	0.0721748364545463	0.131775659589485	0.00973570171015458	5	58	5
GO:0030510	regulation of BMP signaling pathway	actinopterygii	1.94349808446865	0.0728459909745695	0.132539233578731	0.0143115150118377	6	94	7
GO:0001501	skeletal system development	actinopterygii	1.36000652359633	0.0739843269790834	0.133682025300137	0.011931044554439	16	447	26
GO:0019216	regulation of lipid metabolic process	actinopterygii	2.05473017082854	0.0756130060440681	0.136155378581071	0.0322355448856519	5	84	6
GO:0051093	negative regulation of developmental process	actinopterygii	1.63950204643608	0.0780771738295672	0.140111092762648	0.0278516202199993	8	180	11
GO:0014902	myotube differentiation	actinopterygii	1.892219241042	0.0811521557073623	0.144753025265202	0.0278516202199993	6	111	7
GO:0097190	apoptotic signaling pathway	actinopterygii	1.7301501342681	0.0812163920381095	0.144753025265202	0.0189763227492845	8	166	9
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	actinopterygii	2.17425475187737	0.0833425622567094	0.147538860211202	0.0488395426111152	4	64	5
GO:1901879	regulation of protein depolymerization	actinopterygii	2.14595995543642	0.0869194507113542	0.152327064122908	0.0102809206730508	5	59	5
GO:0002064	epithelial cell development	actinopterygii	1.72933152440091	0.0965557329776474	0.166980871552103	0.00790285573956389	7	107	8
GO:0051241	negative regulation of multicellular organismal process	actinopterygii	1.61028371249012	0.0980863286722675	0.169069856000882	0.0310290354836291	8	185	10
GO:1902904	negative regulation of supramolecular fiber organization	actinopterygii	2.00921224094816	0.106896048778285	0.1824544936802	0.0168570556518365	5	69	5
GO:1903313	positive regulation of mRNA metabolic process	actinopterygii	1.98642965578316	0.110711793569245	0.188353830617807	0.0205397057129271	5	73	5
GO:0009896	positive regulation of catabolic process	actinopterygii	1.66550040344738	0.112843129152682	0.191358575003254	0.0269753847168741	7	143	8
GO:1903311	regulation of mRNA metabolic process	actinopterygii	1.52168334267767	0.114302045375553	0.193207328312226	0.0384019226397482	8	195	11
GO:0051494	negative regulation of cytoskeleton organization	actinopterygii	1.96146219926447	0.115072841498549	0.193884787605273	0.0196044028998	5	72	5
GO:0043244	regulation of protein-containing complex disassembly	actinopterygii	1.90296516801122	0.126076443315426	0.2090634692952	0.0250661339988449	5	77	5
GO:0060284	regulation of cell development	actinopterygii	1.38705783576908	0.130868595234148	0.213982836102072	0.000778401628900348	14	257	15
GO:0001889	liver development	actinopterygii	1.51693391505995	0.144928862236035	0.232953140526634	0.0479137461844954	7	166	9
GO:0010639	negative regulation of organelle organization	actinopterygii	1.67577351770488	0.152640971768665	0.243566236961143	0.0311380431870307	6	115	6
GO:0003143	embryonic heart tube morphogenesis	actinopterygii	1.49800317656758	0.17041912907205	0.267364142616031	0.0395115602988036	7	159	8
GO:0051261	protein depolymerization	actinopterygii	1.67537630888216	0.181716590171558	0.282550425073877	0.0290374450734783	5	81	5
GO:0051129	negative regulation of cellular component organization	actinopterygii	1.33587305311838	0.253780617295509	0.368368541448328	0.0201209045022996	8	168	8
GO:0002040	sprouting angiogenesis	actinopterygii	1.31387926414997	0.267714851526887	0.383285743716089	0.0129830115986295	8	152	8
GO:0030239	myofibril assembly	actinopterygii	1.2541626090241	0.346064729578117	0.473467149605569	0.038244639916578	6	122	6
GO:0045597	positive regulation of cell differentiation	actinopterygii	1.14637164057562	0.366101106167628	0.493154189284928	0.0140879095139001	9	190	11
GO:0010720	positive regulation of cell development	actinopterygii	1.05318903740804	0.514663381133875	0.642103837414644	0.0269753847168741	5	79	5
GO:0001525	angiogenesis	actinopterygii	0.895792486757665	0.692712931843003	0.801283832860339	0.0461530342260557	12	367	13
GO:0030900	forebrain development	gnathostomata	5.35003099384736	2.52151158613935e-95	3.75705226334764e-92	1.50411143429198e-23	50	170	241
GO:0090596	sensory organ morphogenesis	gnathostomata	3.5438179513408	3.63822689310937e-73	2.71047903536648e-70	6.11319903682297e-21	69	367	286
GO:0021884	forebrain neuron development	gnathostomata	13.2263429679193	1.51692444227881e-58	7.5340580633181e-56	2.28437929591752e-05	7	15	78
GO:0021879	forebrain neuron differentiation	gnathostomata	10.858532125091	1.25378814614238e-57	4.67036084438037e-55	2.91380641386114e-07	11	27	86
GO:0048593	camera-type eye morphogenesis	gnathostomata	3.72597048010889	1.62685477044579e-53	4.84802721592845e-51	3.1030462471735e-14	44	223	197
GO:0021536	diencephalon development	gnathostomata	5.59981778783049	1.51753505705374e-52	3.76854539168346e-50	3.85703082378692e-17	31	89	127
GO:0048592	eye morphogenesis	gnathostomata	3.45206831028687	3.67344171888702e-51	7.81918308734524e-49	9.24654948353379e-14	48	271	207
GO:0021872	forebrain generation of neurons	gnathostomata	8.82004756632424	1.25324590135639e-50	2.33417049127628e-48	1.56924142771239e-06	11	32	86
GO:0048562	embryonic organ morphogenesis	gnathostomata	2.700061535061	3.23598097186934e-48	5.35734627565036e-46	4.92532317477009e-20	79	487	278
GO:0045944	positive regulation of transcription by RNA polymerase II	gnathostomata	2.91813312427591	3.47504976219428e-47	5.17782414566948e-45	1.55177949972721e-21	76	426	241
GO:0021953	central nervous system neuron differentiation	gnathostomata	4.194098319753	7.38742105947515e-46	1.00065976169254e-43	6.37890561881093e-13	33	142	147
GO:0030855	epithelial cell differentiation	gnathostomata	2.98501937587458	9.13489181223921e-45	1.13424906668637e-42	4.85399885416704e-12	52	348	221
GO:0021954	central nervous system neuron development	gnathostomata	7.15369731061954	2.88569309284116e-43	3.30744823717948e-41	0.000147919994789661	11	51	85
GO:0042472	inner ear morphogenesis	gnathostomata	4.70846641252234	5.018555301468e-42	5.34117671370523e-40	1.68610345127827e-11	27	107	119
GO:0042471	ear morphogenesis	gnathostomata	4.66370046469264	1.23904320276998e-41	1.23078291475152e-39	2.06085926675078e-11	27	108	119
GO:0060041	retina development in camera-type eye	gnathostomata	2.98967789804048	7.52189569012538e-41	7.00476536142926e-39	2.81092146043744e-10	46	316	201
GO:0048706	embryonic skeletal system development	gnathostomata	3.34660148508734	8.79623506766186e-40	7.70964132400951e-38	4.55111007967638e-13	42	223	167
GO:0048839	inner ear development	gnathostomata	3.4682394107103	3.3037550477825e-39	2.73477501177552e-37	2.00951512181352e-13	41	207	157
GO:0043583	ear development	gnathostomata	3.43447674876028	1.00271281879201e-38	7.86337947368468e-37	2.54396919242793e-13	41	209	157
GO:0045892	negative regulation of DNA-templated transcription	gnathostomata	2.68599308694347	2.56901878917582e-35	1.82277999803427e-33	3.49252095106265e-14	64	438	205
GO:1902679	negative regulation of RNA biosynthetic process	gnathostomata	2.68599308694347	2.56901878917582e-35	1.82277999803427e-33	3.49252095106265e-14	64	438	205
GO:0060042	retina morphogenesis in camera-type eye	gnathostomata	3.76260732242577	6.8537693408617e-34	4.6418710535836e-32	1.49420602208372e-08	27	144	122
GO:0048704	embryonic skeletal system morphogenesis	gnathostomata	3.20610067711783	3.3553251470014e-33	2.17366716044873e-31	1.92410006717969e-12	39	203	147
GO:0030902	hindbrain development	gnathostomata	3.44599792785783	5.89282054252408e-31	3.65845942015037e-29	1.46551149195296e-15	38	154	124
GO:0051253	negative regulation of RNA metabolic process	gnathostomata	2.44457155203355	2.4557651599588e-30	1.40797137057165e-28	4.03495734228459e-13	66	488	207
GO:0021538	epithalamus development	gnathostomata	8.93938260680922	2.4568627942861e-30	1.40797137057165e-28	3.69535035228718e-05	8	22	50
GO:0072009	nephron epithelium development	gnathostomata	4.491430675785	4.92471643630924e-29	2.68349687454306e-27	6.68003027323895e-08	18	71	85
GO:0048705	skeletal system morphogenesis	gnathostomata	2.86442539548504	5.04281291860441e-29	2.68349687454306e-27	1.0725771015721e-11	42	245	151
GO:0035270	endocrine system development	gnathostomata	4.02163672352476	1.8098626693223e-28	9.29894957686285e-27	2.68611546570895e-09	26	123	94
GO:0072073	kidney epithelium development	gnathostomata	4.1681065010459	2.1829792236069e-28	1.08421301439143e-26	4.6789762332199e-09	21	83	90
GO:0031076	embryonic camera-type eye development	gnathostomata	4.45175722655247	3.90577282390953e-28	1.87729080891136e-26	4.6789762332199e-09	18	60	83
GO:0021510	spinal cord development	gnathostomata	4.07103862898032	1.62130661871793e-26	7.54920894340538e-25	4.24663481700252e-08	21	94	86
GO:0048701	embryonic cranial skeleton morphogenesis	gnathostomata	2.93468053515025	7.03394362368276e-26	3.17593212099615e-24	3.95673076719712e-08	30	182	129
GO:0071599	otic vesicle development	gnathostomata	4.85047262281292	1.11506766211983e-25	4.8866200487016e-24	1.56737751627803e-07	16	59	69
GO:0061386	closure of optic fissure	gnathostomata	5.66592919601563	1.98529037511884e-25	8.45166473979161e-24	1.91358570511958e-07	11	26	59
GO:0072006	nephron development	gnathostomata	3.41157514060905	1.11865057742173e-24	4.62997044543993e-23	2.85871534386543e-07	22	115	99
GO:0030901	midbrain development	gnathostomata	5.76264442091148	1.47769538682031e-24	5.95071926043855e-23	2.11616523300079e-06	12	40	56
GO:1904888	cranial skeletal system development	gnathostomata	2.62314061444324	5.33658440400841e-24	2.09250283209803e-22	1.49420602208372e-08	38	263	143
GO:0001501	skeletal system development	gnathostomata	2.14104338008325	7.87145287965846e-24	3.00729866427977e-22	2.54396919242793e-13	63	447	211
GO:0048596	embryonic camera-type eye morphogenesis	gnathostomata	4.36526385241295	8.21948609383053e-24	3.06175856995187e-22	1.08492712690778e-07	15	50	71
GO:0035850	epithelial cell differentiation involved in kidney development	gnathostomata	4.73139593772681	1.01714341805118e-23	3.6964480314543e-22	8.12638136844193e-07	14	51	65
GO:0061005	cell differentiation involved in kidney development	gnathostomata	4.72236971957618	1.1227365332311e-23	3.98304151074843e-22	1.02998150051074e-06	14	52	65
GO:0001780	neutrophil homeostasis	gnathostomata	11.8994063205488	1.38199281472297e-23	4.78876579985402e-22	0.154538362701002	2	10	32
GO:0003310	pancreatic A cell differentiation	gnathostomata	11.2075762699683	8.01401990737788e-23	2.71383855954387e-21	6.62615873723431e-05	6	12	32
GO:0002072	optic cup morphogenesis involved in camera-type eye development	gnathostomata	4.91064402140506	8.6767076773684e-23	2.87295431983976e-21	1.40959109414539e-07	12	31	60
GO:0021986	habenula development	gnathostomata	8.19216454161304	1.07013802259746e-22	3.46631663841351e-21	0.00690550001111436	5	19	39
GO:0042490	mechanoreceptor differentiation	gnathostomata	3.98072722311299	3.41186602804118e-22	1.08163412378327e-20	5.94697428379297e-05	15	84	73
GO:0000122	negative regulation of transcription by RNA polymerase II	gnathostomata	2.57010217483501	3.98233460169878e-22	1.23618303261066e-20	2.6585131665879e-09	42	291	136
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	gnathostomata	8.79817521047552	4.62374571828385e-22	1.40599614698836e-20	0.00442087701816352	5	17	36
GO:0008283	cell population proliferation	gnathostomata	2.1520531706386	6.73900538127985e-22	2.0082236036214e-20	6.77739473016955e-09	55	465	191
GO:0051090	regulation of DNA-binding transcription factor activity	gnathostomata	7.6749366982372	1.00025412177365e-21	2.92231106165244e-20	9.91009258268091e-05	8	25	39
GO:0009952	anterior/posterior pattern specification	gnathostomata	2.57139099902653	1.56662902992174e-21	4.48899472035267e-20	3.61353842335095e-16	52	272	132
GO:0001822	kidney development	gnathostomata	2.61393373311372	1.71537167711466e-21	4.82245999792611e-20	2.71226742936013e-06	31	238	128
GO:0072001	renal system development	gnathostomata	2.60221849291592	2.46518059739433e-21	6.80207238910657e-20	3.17786507598884e-06	31	240	128
GO:0001776	leukocyte homeostasis	gnathostomata	9.95357439181562	2.53052182748854e-21	6.85541367810533e-20	0.285431129704055	2	17	32
GO:0021537	telencephalon development	gnathostomata	5.11732655195629	1.04158006277152e-20	2.77134695273136e-19	9.7134294162959e-09	14	36	52
GO:0021515	cell differentiation in spinal cord	gnathostomata	4.1786343412222	1.1261620156112e-20	2.94382702326435e-19	1.62371571438047e-08	18	65	64
GO:0060059	embryonic retina morphogenesis in camera-type eye	gnathostomata	6.28890124121952	1.36882412079032e-20	3.51646196547859e-19	5.02394367023203e-06	10	29	43
GO:0060900	embryonic camera-type eye formation	gnathostomata	4.30948027639668	2.07745704502062e-20	5.24645931708597e-19	4.4315708390021e-07	13	41	61
GO:0021592	fourth ventricle development	gnathostomata	10.5772584542346	3.64745601738214e-20	9.05784910983232e-19	0.000339147997973174	5	10	29
GO:0071542	dopaminergic neuron differentiation	gnathostomata	6.46900094249722	3.92863383550339e-20	9.32838804346264e-19	0.0170226410738338	5	24	41
GO:0021761	limbic system development	gnathostomata	5.79493531968444	3.9370898213355e-20	9.32838804346264e-19	5.65862727630863e-07	11	29	45
GO:0048048	embryonic eye morphogenesis	gnathostomata	3.73110890270111	3.94421776334326e-20	9.32838804346264e-19	1.02998150051074e-06	15	60	71
GO:0031016	pancreas development	gnathostomata	3.08478096467246	5.26641464582797e-20	1.22608715973183e-18	2.8204401174855e-06	25	167	91
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	gnathostomata	5.32256151563322	6.64256587560733e-20	1.52268048533153e-18	1.56864585194287e-05	11	40	48
GO:0048703	embryonic viscerocranium morphogenesis	gnathostomata	3.14355230762997	1.10729224901744e-19	2.49979613793331e-18	0.00127240143260839	15	112	87
GO:0060872	semicircular canal development	gnathostomata	6.42972943978302	1.37119594675298e-19	3.04937606068945e-18	0.000291889898409725	8	29	40
GO:0001755	neural crest cell migration	gnathostomata	2.96049259217142	1.78921960707949e-19	3.92049590374771e-18	0.00055892496573902	16	115	94
GO:0039019	pronephric nephron development	gnathostomata	4.29493561468465	2.04809399315988e-19	4.42269572435975e-18	8.12638136844193e-07	14	51	58
GO:0035118	embryonic pectoral fin morphogenesis	gnathostomata	4.856650031368	2.08950812756992e-19	4.44766730011312e-18	2.23984423549606e-05	10	34	51
GO:0035315	hair cell differentiation	gnathostomata	3.83062291271658	2.20993962767333e-19	4.6377606270891e-18	0.000358494137140768	13	77	66
GO:0045165	cell fate commitment	gnathostomata	2.57604409900152	5.4693972661099e-19	1.13186137868108e-17	1.85759012646587e-18	48	206	115
GO:0032330	regulation of chondrocyte differentiation	gnathostomata	6.67826551045511	9.31101900771211e-19	1.90046826321795e-17	0.0391780852980119	4	20	37
GO:0002064	epithelial cell development	gnathostomata	3.27083202949518	9.69738694255352e-19	1.9525819654601e-17	0.000813500576547558	15	107	78
GO:0090497	mesenchymal cell migration	gnathostomata	2.87099504707541	1.23279990704689e-18	2.44916248199983e-17	0.000668295680363479	16	117	94
GO:0060993	kidney morphogenesis	gnathostomata	4.81978460064711	1.41217028611647e-18	2.76859700830728e-17	1.89461558611819e-05	12	49	49
GO:0071696	ectodermal placode development	gnathostomata	4.49541810479657	2.26630703267366e-18	4.38545127101786e-17	1.43890022252279e-07	14	44	52
GO:0001708	cell fate specification	gnathostomata	2.97714959421199	2.82233488900948e-18	5.39138331362067e-17	1.01058571895044e-15	36	136	87
GO:0014032	neural crest cell development	gnathostomata	2.61276237556937	7.26875291173062e-18	1.35380522980983e-16	2.83511698935365e-05	22	155	105
GO:0048864	stem cell development	gnathostomata	2.61276237556937	7.26875291173062e-18	1.35380522980983e-16	2.83511698935365e-05	22	155	105
GO:0002089	lens morphogenesis in camera-type eye	gnathostomata	7.14912808552001	9.71610900384843e-18	1.78728424885607e-16	0.0391780852980119	4	20	33
GO:0043049	otic placode formation	gnathostomata	5.36466996908015	9.94217184713773e-18	1.80656537222381e-16	7.6725410915289e-08	11	24	42
GO:0009880	embryonic pattern specification	gnathostomata	4.12956824379333	1.79291962224148e-17	3.21861474354193e-16	0.000465383843859653	13	79	54
GO:0021854	hypothalamus development	gnathostomata	5.36412566922003	2.42103403224014e-17	4.29445322385454e-16	3.53374688813808e-06	10	28	41
GO:0035138	pectoral fin morphogenesis	gnathostomata	4.19853457264432	3.59678213099876e-17	6.30494750022136e-16	1.92147725420141e-05	11	41	52
GO:0009913	epidermal cell differentiation	gnathostomata	3.25320410324802	4.46986399285916e-17	7.74429924344204e-16	0.000161126466582114	17	114	71
GO:0071600	otic vesicle morphogenesis	gnathostomata	4.65632450862906	1.19305079041652e-16	2.04327089393173e-15	5.15370377111545e-07	12	35	45
GO:0033339	pectoral fin development	gnathostomata	3.37359243866179	1.72911803998437e-16	2.92771122679172e-15	1.93752731821278e-06	17	81	65
GO:0033333	fin development	gnathostomata	2.83168415390668	2.67848056426551e-16	4.48419779860182e-15	3.79021387578192e-07	23	127	83
GO:0048732	gland development	gnathostomata	2.29615202546918	2.9195484366244e-16	4.79954048915435e-15	4.77823074221124e-08	38	275	121
GO:0030916	otic vesicle formation	gnathostomata	4.8554972837166	2.97632812876763e-16	4.79954048915435e-15	4.28455151759712e-07	11	28	42
GO:0048736	appendage development	gnathostomata	2.78482783815374	2.98613508062616e-16	4.79954048915435e-15	2.49780528334031e-07	24	134	85
GO:0035113	embryonic appendage morphogenesis	gnathostomata	4.04789266000709	2.99568634557956e-16	4.79954048915435e-15	0.000115957592347195	10	41	51
GO:0021903	rostrocaudal neural tube patterning	gnathostomata	3.72487178166376	3.59045956937759e-16	5.69126038124745e-15	4.0282309642082e-05	12	53	56
GO:0014033	neural crest cell differentiation	gnathostomata	2.38326932153481	4.35493217535368e-16	6.83036730660735e-15	1.78869065694007e-06	26	174	111
GO:0060173	limb development	gnathostomata	3.20953815414333	6.34584379473846e-16	9.84927838975032e-15	1.8345904790897e-06	18	90	67
GO:0060788	ectodermal placode formation	gnathostomata	4.7421757757294	6.57885756947354e-16	1.01056678129027e-14	1.12435784525367e-06	11	31	42
GO:0008543	fibroblast growth factor receptor signaling pathway	gnathostomata	3.34525019916749	3.50949268996301e-15	5.33586133473967e-14	4.57244566162071e-07	18	81	60
GO:0008544	epidermis development	gnathostomata	2.89076748367882	3.91782327583048e-15	5.89652189998729e-14	6.47520145086375e-05	20	140	74
GO:0021532	neural tube patterning	gnathostomata	3.41410317603434	4.29978496830445e-15	6.40667960277363e-14	3.43149096089697e-05	13	61	58
GO:0072088	nephron epithelium morphogenesis	gnathostomata	6.68999587395156	4.68545198949702e-15	6.91220144985205e-14	0.00442087701816352	5	17	29
GO:0021522	spinal cord motor neuron differentiation	gnathostomata	5.72050433100817	5.04914782746243e-15	7.37571594403826e-14	0.000237227321924666	9	36	33
GO:0044344	cellular response to fibroblast growth factor stimulus	gnathostomata	3.31406560167879	5.23129525320745e-15	7.49483646853759e-14	5.15370377111545e-07	18	82	60
GO:0071774	response to fibroblast growth factor	gnathostomata	3.31406560167879	5.23129525320745e-15	7.49483646853759e-14	5.15370377111545e-07	18	82	60
GO:0048762	mesenchymal cell differentiation	gnathostomata	2.22804360793714	6.82590032046798e-15	9.68627759761647e-14	1.03516429574365e-06	29	203	117
GO:0034109	homotypic cell-cell adhesion	gnathostomata	7.93508889312361	8.42640318028254e-15	1.18446610741707e-13	0.0202148060265557	4	16	25
GO:0071697	ectodermal placode morphogenesis	gnathostomata	4.38267748412065	8.97351604923299e-15	1.24958307601469e-13	5.18878897422393e-06	11	36	42
GO:0039020	pronephric nephron tubule development	gnathostomata	5.95507944561076	1.16944217065965e-14	1.61339706878045e-13	1.79201357347056e-05	8	20	31
GO:0016331	morphogenesis of embryonic epithelium	gnathostomata	2.91176072426133	1.52286159143512e-14	2.08170988187002e-13	4.00973272532295e-07	18	80	70
GO:0021772	olfactory bulb development	gnathostomata	5.76426430500776	2.72227766655118e-14	3.65422857942456e-13	3.69535035228718e-05	6	11	31
GO:0021988	olfactory lobe development	gnathostomata	5.76426430500776	2.72227766655118e-14	3.65422857942456e-13	3.69535035228718e-05	6	11	31
GO:0090287	regulation of cellular response to growth factor stimulus	gnathostomata	2.43100523533449	4.68879860749514e-14	6.23777671889979e-13	2.91380641386114e-07	28	178	92
GO:0072028	nephron morphogenesis	gnathostomata	5.63383033873044	4.91385219680485e-14	6.47932723295507e-13	0.000241456846425205	7	21	31
GO:0060485	mesenchyme development	gnathostomata	2.04274968441142	6.72825851306343e-14	8.79395191619694e-13	4.6789762332199e-09	39	263	132
GO:0072080	nephron tubule development	gnathostomata	4.60142728223361	8.1798831715642e-14	1.05982834135919e-12	1.73893720199076e-05	10	33	37
GO:0048886	neuromast hair cell differentiation	gnathostomata	4.65016277370454	1.29996085395062e-13	1.6697773037814e-12	0.00664993221702195	7	37	36
GO:0030917	midbrain-hindbrain boundary development	gnathostomata	3.95177438695216	2.54014519188715e-13	3.23488575718961e-12	0.000251447814603643	10	45	42
GO:0061326	renal tubule development	gnathostomata	4.3541561525179	4.07636301236282e-13	5.1472719393395e-12	3.66985887673478e-05	10	36	37
GO:0048863	stem cell differentiation	gnathostomata	1.98073359721305	5.5909497356442e-13	7.00043286227719e-12	6.12146898840051e-07	36	282	132
GO:0035883	enteroendocrine cell differentiation	gnathostomata	4.49943314644153	1.47836542093038e-12	1.83563706432188e-11	0.00390364171099394	8	43	34
GO:0014706	striated muscle tissue development	gnathostomata	2.10489095367141	1.76674557522662e-12	2.17557926205592e-11	4.95165081818547e-07	35	266	109
