ID	Description	Cluster	FoldEnrichment	pvalue	p.adjust	p.adjust_hyper	GeneHits	GeneSetSize	RegionHits
GO:0071869	response to catecholamine	actinopterygii	2.65340662137273	0.0054395804857981	0.0322795359253748	0.00679137268472299	7	34	10
GO:0071870	cellular response to catecholamine stimulus	actinopterygii	2.65340662137273	0.0054395804857981	0.0322795359253748	0.00679137268472299	7	34	10
GO:1903350	response to dopamine	actinopterygii	2.65340662137273	0.0054395804857981	0.0322795359253748	0.00679137268472299	7	34	10
GO:1903351	cellular response to dopamine	actinopterygii	2.65340662137273	0.0054395804857981	0.0322795359253748	0.00679137268472299	7	34	10
GO:0030282	bone mineralization	actinopterygii	2.22032181578813	0.00544761968244668	0.0322795359253748	0.00272388827556431	10	55	14
GO:0071482	cellular response to light stimulus	actinopterygii	2.2960938708925	0.00554380149194482	0.0327001057993922	0.00437396031653775	10	59	13
GO:0044344	cellular response to fibroblast growth factor stimulus	actinopterygii	1.87340910601407	0.00559120979989607	0.0327001057993922	0.00514174084444358	12	82	21
GO:0071774	response to fibroblast growth factor	actinopterygii	1.87340910601407	0.00559120979989607	0.0327001057993922	0.00514174084444358	12	82	21
GO:0007492	endoderm development	actinopterygii	1.94247935964832	0.0056470924154042	0.032884576953496	2.9607869998599e-05	16	76	19
GO:0048738	cardiac muscle tissue development	actinopterygii	1.70014678398636	0.00575706635340662	0.0333811014740444	0.000164638954087976	19	119	28
GO:0039020	pronephric nephron tubule development	actinopterygii	2.79236288447921	0.00593085642844374	0.0342418249351602	0.0409204730808646	4	20	9
GO:0048922	posterior lateral line neuromast deposition	actinopterygii	3.74641168739016	0.00604327752573942	0.0346340049035481	0.0457391341338329	3	12	6
GO:0006260	DNA replication	actinopterygii	1.89052803955029	0.00612254861438356	0.034901110455832	0.0411464442542966	14	143	20
GO:0061484	hematopoietic stem cell homeostasis	actinopterygii	3.72673354076034	0.00619379814383359	0.0351589129929377	0.0022517135921434	6	20	6
GO:0060872	semicircular canal development	actinopterygii	2.59618830107355	0.00629174468759055	0.0355654689244135	0.0030567803292999	7	29	10
GO:0032922	circadian regulation of gene expression	actinopterygii	2.59444010994333	0.00631994984561134	0.0355760510059205	0.00679137268472299	7	34	10
GO:0001889	liver development	actinopterygii	1.63706036901642	0.00643371523216863	0.0360661795795013	3.48610972994133e-05	25	166	31
GO:0042445	hormone metabolic process	actinopterygii	1.98393686224182	0.00700314317489536	0.0387756001200149	0.00129603717422589	13	78	17
GO:0001822	kidney development	actinopterygii	1.48422792735747	0.00704734107738923	0.0388610522267464	0.0020262946228937	26	238	45
GO:0002088	lens development in camera-type eye	actinopterygii	1.89479607119695	0.00723893525355027	0.0394996196789483	0.00110486465348007	17	119	19
GO:0050767	regulation of neurogenesis	actinopterygii	1.59417473816833	0.00734348372070407	0.0395684151011669	4.15742220483684e-08	27	129	33
GO:0061035	regulation of cartilage development	actinopterygii	2.21525285933822	0.00735134877157135	0.0395684151011669	0.0153284064912445	7	41	13
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	actinopterygii	1.4936651379524	0.00748430297431569	0.0401241798345258	2.65773631670489e-07	29	161	43
GO:0009896	positive regulation of catabolic process	actinopterygii	1.69592621161847	0.00779674801800817	0.0415376337000224	0.000520043841829614	20	143	26
GO:0007601	visual perception	actinopterygii	1.70353224002238	0.00848964357598573	0.044802767465456	0.0011831478282458	21	166	25
GO:0001706	endoderm formation	actinopterygii	2.08149516557783	0.00923981769861318	0.047827562110446	0.000143570067794827	12	52	14
GO:0030900	forebrain development	gnathostomata	3.44268449798401	2.89743645644016e-79	7.00889878812876e-76	1.42692847735385e-25	78	170	329
GO:0021536	diencephalon development	gnathostomata	3.86585169826992	4.38570308503929e-52	5.30450788135502e-49	2.4535934570567e-15	43	89	186
GO:0090596	sensory organ morphogenesis	gnathostomata	2.22531972196522	7.51384247855313e-45	6.05866165187334e-42	3.7159398377627e-16	105	367	381
GO:0021879	forebrain neuron differentiation	gnathostomata	6.01112990769441	2.20959898414775e-44	1.33625498566335e-41	7.7847541282463e-07	15	27	101
GO:0021884	forebrain neuron development	gnathostomata	6.87393940152755	2.79528554627937e-42	1.35235914728996e-39	0.000621591670765148	8	15	86
GO:0045944	positive regulation of transcription by RNA polymerase II	gnathostomata	2.12891812878605	6.31916441237752e-40	2.54767645225687e-37	7.17273688298858e-28	141	426	373
GO:0051253	negative regulation of RNA metabolic process	gnathostomata	2.10976308249978	9.4999211822012e-40	3.28290133424924e-37	1.16461169842498e-26	151	488	379
GO:0021872	forebrain generation of neurons	gnathostomata	4.88265366832671	6.58210247159459e-37	1.99026323484841e-34	9.91375868989528e-06	15	32	101
GO:0048562	embryonic organ morphogenesis	gnathostomata	1.93656154654742	4.4198927606619e-36	1.18796895422679e-33	1.76944064726578e-25	148	487	423
GO:0030855	epithelial cell differentiation	gnathostomata	2.12649035977437	9.77186411346233e-36	2.36381392904654e-33	2.92664880116117e-18	106	348	334
GO:0045892	negative regulation of DNA-templated transcription	gnathostomata	2.09369202271654	5.08160933399925e-35	1.02436774824535e-32	6.26955890698867e-22	131	438	339
GO:1902679	negative regulation of RNA biosynthetic process	gnathostomata	2.09369202271654	5.08160933399925e-35	1.02436774824535e-32	6.26955890698867e-22	131	438	339
GO:0021953	central nervous system neuron differentiation	gnathostomata	2.71665639811943	7.61240367380721e-35	1.41649265284151e-32	1.76337245641819e-14	55	142	202
GO:0048593	camera-type eye morphogenesis	gnathostomata	2.32688950898022	6.68128590283605e-34	1.1544307570686e-31	3.59831739486883e-11	66	223	261
GO:0048706	embryonic skeletal system development	gnathostomata	2.33317090544335	2.58109900880881e-32	4.16245233487234e-30	3.17220236582302e-17	78	223	247
GO:0048592	eye morphogenesis	gnathostomata	2.18532433592042	1.00803039391581e-31	1.52401595180146e-29	1.17485678272445e-10	74	271	278
GO:0021954	central nervous system neuron development	gnathostomata	4.08611824131057	2.20040469045931e-31	3.13104643895357e-29	0.000286800587430117	17	51	103
GO:0021538	epithalamus development	gnathostomata	5.64643579911076	1.78009581076523e-28	2.39225098124505e-26	1.5009514389766e-05	12	22	67
GO:0035270	endocrine system development	gnathostomata	2.92418642892587	1.88614107345159e-28	2.40135539825231e-26	2.41898777184388e-09	42	123	145
GO:0048704	embryonic skeletal system morphogenesis	gnathostomata	2.29259190566437	2.58902693288013e-28	3.13142807531852e-26	2.81016228862789e-15	70	203	223
GO:0060041	retina development in camera-type eye	gnathostomata	2.01220540272076	3.41089515813146e-27	3.92902637500952e-25	9.32544782129035e-12	85	316	287
GO:0048705	skeletal system morphogenesis	gnathostomata	2.1370788177599	3.6187440167965e-26	3.97897353483216e-24	7.8280295723627e-16	80	245	239
GO:0003310	pancreatic A cell differentiation	gnathostomata	7.75928409513684	5.36882307862268e-26	5.64660131616881e-24	9.03728906953281e-05	8	12	47
GO:0042471	ear morphogenesis	gnathostomata	2.71558307462345	9.82413296275501e-26	9.90190734871016e-24	2.24870049171997e-08	37	108	147
GO:0042472	inner ear morphogenesis	gnathostomata	2.72299874861429	1.11216136703959e-25	1.0761273387475e-23	5.76023368558251e-08	36	107	146
GO:0030901	midbrain development	gnathostomata	4.02600174330514	3.37574162987727e-25	3.1407380779512e-23	2.20036913374409e-06	18	40	83
GO:0060042	retina morphogenesis in camera-type eye	gnathostomata	2.45684546819261	8.63949525763326e-25	7.74034778822773e-23	2.84407994316036e-07	42	144	169
GO:1904888	cranial skeletal system development	gnathostomata	2.05790139671003	5.65933787461509e-24	4.88926368524782e-22	1.4381746969946e-13	79	263	238
GO:0009952	anterior/posterior pattern specification	gnathostomata	2.09358744752494	6.32061259250083e-24	5.27226271077914e-22	1.7793036458191e-16	87	272	228
GO:0043583	ear development	gnathostomata	2.15510921981884	1.81119231297655e-23	1.46042473503009e-21	1.3764307052503e-10	62	209	209
GO:0021986	habenula development	gnathostomata	5.44576403839858	5.88557307623119e-23	4.5926455714204e-21	0.000722881245388809	9	19	55
GO:0048839	inner ear development	gnathostomata	2.14505636016252	6.35963576843485e-23	4.80748716370122e-21	7.64063715495286e-10	60	207	206
GO:0031016	pancreas development	gnathostomata	2.46074001444928	8.71763872357294e-23	6.39029335524938e-21	1.05044115526026e-06	45	167	154
GO:0072009	nephron epithelium development	gnathostomata	2.88925474339322	1.14154033826151e-22	8.12172375957236e-21	3.70235064960789e-12	34	71	116
GO:0001708	cell fate specification	gnathostomata	2.45181141863083	2.29768483243026e-22	1.58802845989966e-20	1.01026962074035e-14	54	136	152
GO:0021510	spinal cord development	gnathostomata	2.72225417999609	1.05353113645223e-21	7.07914394188315e-20	7.11725640168948e-08	33	94	122
GO:0048701	embryonic cranial skeleton morphogenesis	gnathostomata	2.12323655211113	1.30675051950257e-21	8.54332299101814e-20	9.51538503129108e-11	57	182	198
GO:0045165	cell fate commitment	gnathostomata	2.08009777664285	1.4427172257838e-20	9.18403412939738e-19	2.99070690708304e-18	76	206	197
GO:0072073	kidney epithelium development	gnathostomata	2.64145817694662	1.56529199838896e-20	9.7088239592382e-19	4.67633867425493e-12	37	83	121
GO:0000122	negative regulation of transcription by RNA polymerase II	gnathostomata	1.96863782384793	3.66127272889008e-20	2.21415468279627e-18	1.01026962074035e-14	87	291	221
GO:0001501	skeletal system development	gnathostomata	1.66450201775553	2.60200379661595e-19	1.53518224000341e-17	6.26955890698867e-22	133	447	348
GO:0035850	epithelial cell differentiation involved in kidney development	gnathostomata	3.05371156094059	3.35988518098129e-19	1.93513386971279e-17	3.38433463726564e-10	26	51	89
GO:0061005	cell differentiation involved in kidney development	gnathostomata	3.04788590883264	3.77172801697732e-19	2.12181629606235e-17	5.73259898686491e-10	26	52	89
GO:0030902	hindbrain development	gnathostomata	2.1614208752433	5.99824291508475e-19	3.29767036627046e-17	7.78685250408974e-13	55	154	165
GO:0071599	otic vesicle development	gnathostomata	2.98221909724828	9.02246358982138e-19	4.8500754275062e-17	1.24826202505203e-06	23	59	90
GO:0021515	cell differentiation in spinal cord	gnathostomata	2.86219628884233	3.07736558329764e-18	1.61829290130369e-16	1.28981747453446e-09	29	65	93
GO:0051090	regulation of DNA-binding transcription factor activity	gnathostomata	4.63812308988431	3.31919534532701e-18	1.70832628518001e-16	1.16019498831919e-05	13	25	50
GO:0035118	embryonic pectoral fin morphogenesis	gnathostomata	3.32170013172317	4.12601517691668e-18	2.07933973186697e-16	1.22340740960979e-07	18	34	74
GO:0072006	nephron development	gnathostomata	2.27410154277858	4.89151334812281e-18	2.4148103651243e-16	3.70235064960789e-12	45	115	140
GO:0001780	neutrophil homeostasis	gnathostomata	6.31015296829716	1.66418998646075e-17	8.05135115449711e-16	0.0476271036563085	4	10	36
GO:0021537	telencephalon development	gnathostomata	3.29351925774896	2.95084096608313e-17	1.39962437195198e-15	5.77720325544355e-08	19	36	71
GO:0035883	enteroendocrine cell differentiation	gnathostomata	3.7427619641096	3.0626196051537e-17	1.42470708170515e-15	0.00133027865422778	14	43	60
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	gnathostomata	4.95359654616156	7.32362721027466e-17	3.34261400408574e-15	0.00739228851883867	7	17	43
GO:0003309	type B pancreatic cell differentiation	gnathostomata	3.8337282987854	2.30378737647316e-16	1.01324757521611e-14	0.00602547709692023	12	40	55
GO:0008283	cell population proliferation	gnathostomata	1.63580833623825	2.82355764695847e-16	1.21967606214153e-14	2.0877041402181e-13	116	465	308
GO:0021761	limbic system development	gnathostomata	3.58137799954776	3.76990552755036e-16	1.5998949949376e-14	0.000327210147958453	12	29	59
GO:0048703	embryonic viscerocranium morphogenesis	gnathostomata	2.21414909381407	5.24400030176596e-16	2.18710978102963e-14	1.70936970635847e-06	34	112	130
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	gnathostomata	3.29292676590268	1.7266866438135e-15	7.07941523963535e-14	1.04272320288739e-05	17	40	63
GO:0021522	spinal cord motor neuron differentiation	gnathostomata	4.00385673709933	1.8963135902577e-15	7.64530429138896e-14	0.000748297408143684	13	36	49
GO:0061386	closure of optic fissure	gnathostomata	3.07815237663683	3.29758753412081e-15	1.30768266312102e-13	1.84968194335683e-05	13	26	68
GO:0060993	kidney morphogenesis	gnathostomata	3.10647900672316	3.4328097134789e-15	1.33934946724282e-13	6.98650374671665e-07	21	49	67
GO:0060059	embryonic retina morphogenesis in camera-type eye	gnathostomata	3.65379569188939	5.23647923173484e-15	2.01064178755025e-13	0.000327210147958453	12	29	53
GO:0035138	pectoral fin morphogenesis	gnathostomata	2.85441900364121	5.8581280211108e-15	2.21418932547922e-13	6.60173270494095e-07	19	41	75
GO:0014706	striated muscle tissue development	gnathostomata	1.8114162135688	8.02564745270242e-15	2.98677556739802e-13	1.10147589071017e-15	84	266	199
GO:0002064	epithelial cell development	gnathostomata	2.25335989824983	1.02032733150808e-14	3.73965426502736e-13	9.25219447253243e-05	29	107	114
GO:0035113	embryonic appendage morphogenesis	gnathostomata	2.80596432735365	1.36034753635881e-14	4.91146371709247e-13	6.60173270494095e-07	19	41	75
GO:0001822	kidney development	gnathostomata	1.8289434407227	1.3807785656904e-14	4.91191669177217e-13	9.51538503129108e-11	68	238	190
GO:0060537	muscle tissue development	gnathostomata	1.79011020867857	1.75040100185963e-14	6.1365507586934e-13	1.10147589071017e-15	86	276	201
GO:0071425	hematopoietic stem cell proliferation	gnathostomata	4.50008248524859	1.80680002118581e-14	6.24378464464069e-13	0.000739799870195563	10	23	40
GO:0031076	embryonic camera-type eye development	gnathostomata	2.42709448614465	1.90400263070647e-14	6.48701741363232e-13	6.60978007817638e-06	22	60	96
GO:0072001	renal system development	gnathostomata	1.82074640364987	2.05352470743131e-14	6.89927259343938e-13	1.3764307052503e-10	68	240	190
GO:0032330	regulation of chondrocyte differentiation	gnathostomata	3.91364888118916	2.95372754170896e-14	9.71422135918971e-13	0.0174405700392606	7	20	46
GO:0009880	embryonic pattern specification	gnathostomata	2.73959617112669	2.9716923546095e-14	9.71422135918971e-13	0.000490180753188765	22	79	76
GO:0021592	fourth ventricle development	gnathostomata	5.50157664187536	3.85008115897546e-14	1.24177950980822e-12	0.000185904478625087	7	10	32
GO:0042490	mechanoreceptor differentiation	gnathostomata	2.41618110046192	4.54697729375561e-14	1.44725500968353e-12	6.48900280078595e-05	25	84	94
GO:0039019	pronephric nephron development	gnathostomata	2.68770413783339	5.20552649749674e-14	1.62338121521314e-12	1.44765242108584e-06	21	51	77
GO:0072088	nephron epithelium morphogenesis	gnathostomata	4.34960594865195	5.23454877166701e-14	1.62338121521314e-12	3.8547334257603e-05	10	17	40
GO:0021854	hypothalamus development	gnathostomata	3.33020460894716	1.08637010544752e-13	3.32649276592095e-12	0.000976248822148426	11	28	54
GO:0033339	pectoral fin development	gnathostomata	2.34861895493812	1.23171835607623e-13	3.72440837918549e-12	8.16381170991981e-08	30	81	96
GO:0071696	ectodermal placode development	gnathostomata	2.81175779643452	1.3604459399159e-13	4.06286262797107e-12	4.56502385544584e-07	20	44	69
GO:0008543	fibroblast growth factor receptor signaling pathway	gnathostomata	2.39155744896516	1.98232975395522e-13	5.77741647568395e-12	2.66556805652437e-10	34	81	91
GO:0016071	mRNA metabolic process	gnathostomata	1.60858848095843	2.78523542910675e-13	8.0208148845348e-12	3.60067444048795e-18	133	491	262
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	gnathostomata	5.0833423255778	3.05351014719582e-13	8.6899306424314e-12	7.17910761422274e-05	10	18	32
GO:0044344	cellular response to fibroblast growth factor stimulus	gnathostomata	2.369263225222	3.27964150397242e-13	9.11891126219458e-12	3.78828618312076e-10	34	82	91
GO:0071774	response to fibroblast growth factor	gnathostomata	2.369263225222	3.27964150397242e-13	9.11891126219458e-12	3.78828618312076e-10	34	82	91
GO:0055123	digestive system development	gnathostomata	2.06986203796818	3.56310457366808e-13	9.79448859511715e-12	1.652768560957e-09	50	160	122
GO:0072028	nephron morphogenesis	gnathostomata	3.76926626396227	3.6230759473989e-13	9.8474390075932e-12	8.38233591675868e-06	12	21	44
GO:0060173	limb development	gnathostomata	2.25803053606214	3.74044587608901e-13	1.00534873047326e-11	2.40900519693682e-08	33	90	100
GO:0048732	gland development	gnathostomata	1.74426292762724	4.12261842989209e-13	1.09589164636362e-11	2.37779919646721e-10	74	275	195
GO:0060872	semicircular canal development	gnathostomata	3.56116942156898	4.18815149392611e-13	1.10121070258775e-11	0.000327210147958453	12	29	47
GO:0071542	dopaminergic neuron differentiation	gnathostomata	3.49553203204866	7.90094562052226e-13	2.05509542538101e-11	0.00433126535996868	9	24	47
GO:0035315	hair cell differentiation	gnathostomata	2.38016349321937	8.41602064979713e-13	2.16578233530418e-11	0.00012321111243784	23	77	87
GO:0002072	optic cup morphogenesis involved in camera-type eye development	gnathostomata	2.66194062162361	1.55420030354451e-12	3.95748477292017e-11	3.19381791331683e-05	14	31	69
GO:0002262	myeloid cell homeostasis	gnathostomata	2.13822961617376	3.01359806974718e-12	7.59363930283169e-11	9.58633784777561e-05	37	152	104
GO:0072089	stem cell proliferation	gnathostomata	3.5820972000685	3.34097865427653e-12	8.33178078834529e-11	0.000327210147958453	12	29	43
GO:0039020	pronephric nephron tubule development	gnathostomata	3.71254557033739	3.55073731010012e-12	8.76452403380836e-11	0.000207557741595963	10	20	41
GO:0048596	embryonic camera-type eye morphogenesis	gnathostomata	2.37644667399571	4.0127840721337e-12	9.7982502103168e-11	1.71939041131013e-05	19	50	82
GO:0048736	appendage development	gnathostomata	1.96130537038839	4.05053749909748e-12	9.7982502103168e-11	1.05620030107985e-09	45	134	127
GO:0033333	fin development	gnathostomata	1.97803467340491	5.14896636049566e-12	1.2211127084352e-10	6.87781871406157e-09	42	127	123
GO:0061326	renal tubule development	gnathostomata	2.99542262921518	5.72888785311347e-12	1.34545434142539e-10	3.51554723801913e-07	18	36	54
GO:0031018	endocrine pancreas development	gnathostomata	2.6179331083293	6.54354880415027e-12	1.52200428434995e-10	0.0016587608275788	19	70	67
GO:0043049	otic placode formation	gnathostomata	3.07061923368983	9.16269251778617e-12	2.1109098286214e-10	9.23206238043613e-07	14	24	51
GO:0021903	rostrocaudal neural tube patterning	gnathostomata	2.38286239669828	2.10508571550807e-11	4.80396447718303e-10	0.000456715991558251	17	53	76
GO:0072080	nephron tubule development	gnathostomata	2.98966884520518	2.31646805190822e-11	5.23694973604299e-10	2.8694984227e-06	16	33	51
GO:0021772	olfactory bulb development	gnathostomata	3.5059381814217	3.45423911022161e-11	7.66587560332667e-10	3.74988334438356e-05	8	11	40
GO:0021988	olfactory lobe development	gnathostomata	3.5059381814217	3.45423911022161e-11	7.66587560332667e-10	3.74988334438356e-05	8	11	40
GO:0009913	epidermal cell differentiation	gnathostomata	2.09501321876986	4.60195243249099e-11	1.01201117583597e-09	1.84968194335683e-05	32	114	97
GO:0003015	heart process	gnathostomata	1.85684445857498	5.29872923096418e-11	1.15474108195517e-09	2.82883006456657e-05	48	207	132
GO:0048872	homeostasis of number of cells	gnathostomata	1.97088981907432	5.46240243419249e-11	1.17978138288497e-09	0.000243915653233269	41	183	112
GO:0071600	otic vesicle morphogenesis	gnathostomata	2.73137181355982	7.19351540050619e-11	1.53992157113491e-09	1.29032742482079e-06	17	35	56
GO:0061061	muscle structure development	gnathostomata	1.48639106246318	1.01426215111494e-10	2.1521931083746e-09	2.52669391422722e-16	122	455	285
GO:0060047	heart contraction	gnathostomata	1.84475305031071	1.10198707387776e-10	2.31800585366113e-09	4.03435450928766e-05	47	204	130
GO:0030917	midbrain-hindbrain boundary development	gnathostomata	2.61671807261447	1.14488690849425e-10	2.38748399279965e-09	0.000692061487605321	15	45	59
GO:0048048	embryonic eye morphogenesis	gnathostomata	2.15506761082741	1.16104665568693e-10	2.40048876932195e-09	6.60978007817638e-06	22	60	87
GO:0060485	mesenchyme development	gnathostomata	1.58293479410257	1.17700281664605e-10	2.41285577412439e-09	3.70235064960789e-12	76	263	217
GO:0060900	embryonic camera-type eye formation	gnathostomata	2.36437022573233	1.29636817514638e-10	2.63522236611689e-09	6.20456299990606e-05	16	41	71
GO:0071697	ectodermal placode morphogenesis	gnathostomata	2.7052971956831	1.48174353331417e-10	2.9869480059058e-09	2.04203791182398e-06	17	36	55
GO:0021532	neural tube patterning	gnathostomata	2.21973283146722	1.68776435456185e-10	3.37413386254969e-09	0.000299859179021168	19	61	80
GO:0060788	ectodermal placode formation	gnathostomata	2.76753913954098	2.13678901383682e-10	4.20235172721241e-09	6.3954311396577e-06	15	31	52
GO:0030916	otic vesicle formation	gnathostomata	2.77917997461927	2.74994382470189e-10	5.3216912895631e-09	8.69798619431554e-06	14	28	51
GO:0061035	regulation of cartilage development	gnathostomata	2.68554418638305	2.78379126995901e-10	5.34443736669115e-09	0.0002405233103152	15	41	54
GO:0090287	regulation of cellular response to growth factor stimulus	gnathostomata	1.75622134015712	4.42685802903318e-10	8.43194454506399e-09	8.81390416790481e-09	52	178	141
GO:0003013	circulatory system process	gnathostomata	1.60969031923423	4.76057226644976e-10	8.99673774417342e-09	6.40116374325526e-08	74	312	190
GO:0008015	blood circulation	gnathostomata	1.60804091876708	6.32172193758154e-10	1.18544537728758e-08	5.66627166173994e-08	73	305	188
GO:0034109	homotypic cell-cell adhesion	gnathostomata	4.18920766594845	6.4926044498738e-10	1.20812385878806e-08	0.0205944584769671	6	16	28
GO:0002065	columnar/cuboidal epithelial cell differentiation	gnathostomata	3.95078895798802	1.19495211485635e-09	2.18984027714963e-08	0.00012321111243784	10	19	29
GO:0031017	exocrine pancreas development	gnathostomata	2.68580410062858	1.23149224321628e-09	2.20665165654828e-08	0.00133196520303739	16	53	50
GO:0035272	exocrine system development	gnathostomata	2.68580410062858	1.23149224321628e-09	2.20665165654828e-08	0.00133196520303739	16	53	50
GO:0060562	epithelial tube morphogenesis	gnathostomata	1.58690680241462	1.50716537657726e-09	2.68075959260323e-08	3.70235064960789e-12	79	279	189
GO:0048886	neuromast hair cell differentiation	gnathostomata	2.80082230683875	1.56772996474762e-09	2.76813049979891e-08	0.00933338834709735	11	37	46
GO:0051091	positive regulation of DNA-binding transcription factor activity	gnathostomata	3.73389214531495	2.23675483001767e-09	3.92080429986431e-08	4.64753217409817e-06	11	17	30
GO:0007517	muscle organ development	gnathostomata	1.6793668341373	2.57235286196752e-09	4.47663422525139e-08	2.9315273977715e-09	63	230	149
GO:0035107	appendage morphogenesis	gnathostomata	2.00278415573244	2.81366388942808e-09	4.86160924894752e-08	4.69303992134579e-08	30	79	88
GO:0048863	stem cell differentiation	gnathostomata	1.52073193970202	3.49264502619071e-09	5.99199171514561e-08	8.86192766432451e-13	81	282	215
GO:0009994	oocyte differentiation	gnathostomata	3.39800089310043	3.56143301814086e-09	6.06697638794559e-08	0.0469415085058032	10	42	33
GO:0001755	neural crest cell migration	gnathostomata	1.78147380889052	3.86834954558689e-09	6.54373255298928e-08	0.000734684867040311	28	115	120
GO:0021915	neural tube development	gnathostomata	1.79934143777497	4.76201150671997e-09	7.99951794080251e-08	7.69125538735876e-08	38	118	115
GO:0072498	embryonic skeletal joint development	gnathostomata	3.91024452049852	5.37797404755475e-09	8.97194429036892e-08	0.00135058373426792	7	13	27
GO:0007051	spindle organization	gnathostomata	2.28828893553074	5.96690532845308e-09	9.88626300652602e-08	0.0125407109346344	22	103	62
GO:0009799	specification of symmetry	gnathostomata	1.55987736117748	6.80861371331091e-09	1.11284030895264e-07	1.17763736921967e-06	74	336	186
GO:0009855	determination of bilateral symmetry	gnathostomata	1.55987736117748	6.80861371331091e-09	1.11284030895264e-07	1.17763736921967e-06	74	336	186
GO:0022600	digestive system process	gnathostomata	3.14908878206811	8.0394364449508e-09	1.30519441344537e-07	0.0146618484352809	9	29	35
GO:0021575	hindbrain morphogenesis	gnathostomata	2.58658394992054	8.16465828463443e-09	1.31668722603538e-07	8.53114957586265e-05	16	42	48
GO:0008544	epidermis development	gnathostomata	1.85979418570123	8.24135547701169e-09	1.32025423171465e-07	3.75852962846815e-05	36	140	101
GO:0030223	neutrophil differentiation	gnathostomata	3.4119955789479	9.47023880305553e-09	1.50713866214417e-07	1.51786138213981e-05	15	33	31
GO:0014032	neural crest cell development	gnathostomata	1.66556286522078	9.76278835941942e-09	1.53351850918413e-07	5.37760932606934e-06	41	155	142
GO:0048864	stem cell development	gnathostomata	1.66556286522078	9.76278835941942e-09	1.53351850918413e-07	5.37760932606934e-06	41	155	142
GO:0033334	fin morphogenesis	gnathostomata	1.96706599050657	1.12796885725918e-08	1.76035913916772e-07	2.72890974838507e-07	28	76	85
GO:0009896	positive regulation of catabolic process	gnathostomata	1.86559886705174	1.1723741355832e-08	1.81793143203575e-07	2.98682957914771e-09	46	143	98
GO:0021517	ventral spinal cord development	gnathostomata	2.1481751574142	1.28362756328781e-08	1.97776756407211e-07	4.69303992134579e-08	25	58	68
GO:0048663	neuron fate commitment	gnathostomata	2.42978666038427	1.4903705015033e-08	2.28177610325094e-07	1.28981747453446e-09	25	50	52
GO:0048339	paraxial mesoderm development	gnathostomata	4.41993013684364	1.65009501635541e-08	2.51042757519733e-07	0.00495765465424236	6	12	22
GO:0090497	mesenchymal cell migration	gnathostomata	1.72761873998403	1.98968141589182e-08	3.00814959065145e-07	0.000960492936736699	28	117	120
GO:0034655	nucleobase-containing compound catabolic process	gnathostomata	1.62372861816058	2.0072899780036e-08	3.01592202285138e-07	4.56428568137701e-12	82	296	149
GO:0048483	autonomic nervous system development	gnathostomata	1.98511351951636	2.04814977383094e-08	3.0583174709241e-07	3.04895901439793e-07	27	72	80
GO:0016331	morphogenesis of embryonic epithelium	gnathostomata	1.8627017370585	2.08037184994703e-08	3.08737392946126e-07	2.87187807829194e-06	27	80	95
GO:0048738	cardiac muscle tissue development	gnathostomata	1.80753679932643	2.73082747058842e-08	4.02797051911793e-07	2.86538782343869e-09	41	119	102
GO:0002088	lens development in camera-type eye	gnathostomata	2.06645433420866	2.76278163352727e-08	4.0504053160621e-07	0.0171697800905495	24	119	71
GO:0030878	thyroid gland development	gnathostomata	3.49665708931371	2.89985773746682e-08	4.22575654634471e-07	0.00350793670791578	8	19	28
GO:0014033	neural crest cell differentiation	gnathostomata	1.5889559837573	3.2365191681907e-08	4.68810770530138e-07	3.14314936859487e-08	50	174	157
GO:0060215	primitive hemopoiesis	gnathostomata	2.27951885170473	4.64407813280285e-08	6.64735207292905e-07	9.83469391740879e-06	23	66	55
GO:0006354	DNA-templated transcription elongation	gnathostomata	2.8592781097752	5.29483867729261e-08	7.51540509713006e-07	0.0123082749749047	14	55	36
GO:0006401	RNA catabolic process	gnathostomata	1.75354635915047	5.53491926691727e-08	7.7842847131819e-07	2.35080267649281e-11	58	181	107
GO:0006397	mRNA processing	gnathostomata	1.52537036623228	6.12933548639421e-08	8.57044077548415e-07	2.06233035930206e-11	90	348	178
GO:0048793	pronephros development	gnathostomata	1.70935533935054	6.5625017633068e-08	9.12338607209146e-07	3.11798885019016e-07	44	155	115
GO:0007519	skeletal muscle tissue development	gnathostomata	1.76708103826815	6.78018271535977e-08	9.37214970768874e-07	3.0123653740978e-07	45	160	103
GO:0060972	left/right pattern formation	gnathostomata	1.53799865088343	7.19584101208793e-08	9.8901928455913e-07	1.70046123135825e-06	70	315	170
GO:0035148	tube formation	gnathostomata	1.8981685239902	7.2413547256279e-08	9.89651812502479e-07	8.16381170991981e-08	30	81	83
GO:0007586	digestion	gnathostomata	2.86955473201889	7.38199898520557e-08	1.00134982747805e-06	0.0461935177364937	9	36	35
GO:0035775	pronephric glomerulus morphogenesis	gnathostomata	3.25395391100213	7.42746876287512e-08	1.00134982747805e-06	0.0405610038004978	5	14	29
GO:0141188	nucleic acid catabolic process	gnathostomata	1.71848098501559	7.45113554965062e-08	1.00134982747805e-06	2.46982115092159e-11	61	196	112
