ID	Description	FoldEnrichment_actinopterygii	FoldEnrichment_gnathostomata	p.adjust_actinopterygii	p.adjust_gnathostomata	p.adjust_hyper_actinopterygii	p.adjust_hyper_gnathostomata	delta_FE	log2ratio_FE	signif_both
GO:0072015	podocyte development	0.91233750410056	2.18337317151358	0.772742122592924	5.23268538829728e-05	0.0453166257249926	3.19381791331683e-05	-1.27103566741302	-1.2589192005133	FALSE
GO:0072310	glomerular epithelial cell development	0.91233750410056	2.18337317151358	0.772742122592924	5.23268538829728e-05	0.0453166257249926	3.19381791331683e-05	-1.27103566741302	-1.2589192005133	FALSE
GO:0007052	mitotic spindle organization	0.96226597168266	2.24669285588309	0.73828912495514	3.74582445959951e-05	0.291221300956634	0.0405610038004978	-1.28442688420043	-1.22329529078258	FALSE
GO:0032006	regulation of TOR signaling	2.43929181717564	1.04691985245075	0.00996755382249426	0.698802384626066	0.00159864531888062	0.0823980740314822	1.39237196472489	1.22031136069303	FALSE
GO:0071542	dopaminergic neuron differentiation	1.52900212711042	3.49553203204866	0.357969922695205	2.05509542538101e-11	0.0626594577106804	0.00433126535996868	-1.96652990493824	-1.19292164173906	FALSE
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3.63553355674172	1.59154164030893	0.0386424044879808	0.270150069594683	0.19369598365725	0.420086380797703	2.04399191643279	1.19174220849626	FALSE
GO:0006739	NADP+ metabolic process	3.05909653221403	1.33919256603059	0.0694210325727422	0.443534389004059	0.122603885272681	0.473514252279752	1.71990396618343	1.19174220849626	FALSE
GO:0043038	amino acid activation	1.93580545184148	0.84744506853183	0.214067429281857	0.988454372005704	0.131242264934669	0.979932402594965	1.08836038330965	1.19174220849626	FALSE
GO:2001242	regulation of intrinsic apoptotic signaling pathway	1.65829651054524	0.725958901855695	0.301413166642314	0.999999904388717	0.0626594577106804	0.285612767509549	0.932337608689547	1.19174220849626	FALSE
GO:0034308	primary alcohol metabolic process	3.54497506271898	1.55189749678188	0.0415376337000224	0.294556308493749	0.0828558583741223	0.265300447206473	1.99307756593709	1.19174220849626	FALSE
GO:0023061	signal release	1.51870054616951	0.664847434541342	0.110693076792253	0.999999904388717	0.000982310803352528	0.047735078220315	0.85385311162817	1.19174220849626	FALSE
GO:0031109	microtubule polymerization or depolymerization	1.76968742314824	0.774722934147719	0.168452075992709	0.999999904388717	0.0109734805026162	0.162826755997065	0.994964489000524	1.19174220849626	FALSE
GO:0006418	tRNA aminoacylation for protein translation	2.12531324797903	0.930406632222196	0.179975055878675	0.888213393777735	0.0967436520115885	0.965242850555684	1.19490661575683	1.19174220849626	FALSE
GO:0043039	tRNA aminoacylation	1.94463786369812	0.851311667762675	0.212304178947492	0.985439770393701	0.123797692696584	0.977841063338987	1.09332619593545	1.19174220849626	FALSE
GO:0051017	actin filament bundle assembly	1.20767721948217	0.528689545250957	0.516196147913632	0.999999904388717	0.158656284899609	0.394628945366414	0.678987674231209	1.19174220849626	FALSE
GO:0007229	integrin-mediated signaling pathway	1.0492399946955	0.4593298662142	0.653270520640126	0.999999904388717	0.1715201416429	0.561963597650846	0.5899101284813	1.19174220849626	FALSE
GO:0016079	synaptic vesicle exocytosis	1.04714824905129	0.458414154602206	0.654916479745826	0.999999904388717	0.0432333223885758	0.2906989186545	0.58873409444908	1.19174220849626	FALSE
GO:1990573	potassium ion import across plasma membrane	1.01502395747611	0.44435097875488	0.696601294847102	0.999999904388717	0.0734251348117432	0.877356331743047	0.570672978721232	1.19174220849626	FALSE
GO:0000302	response to reactive oxygen species	2.45231971816258	1.07356152429641	0.123693090528604	0.728594326065769	0.0329848702322533	0.157807715831767	1.37875819386617	1.19174220849626	FALSE
GO:0021953	central nervous system neuron differentiation	1.19811388675722	2.71665639811943	0.357821812562405	1.41649265284151e-32	0.000481344087115918	1.76337245641819e-14	-1.51854251136221	-1.18106705539328	FALSE
GO:0051321	meiotic cell cycle	2.13875091604272	0.954647905918331	0.0242993383241526	0.879568036952708	0.020717529967532	0.0856385670578214	1.18410301012439	1.16372783232667	FALSE
GO:0043269	regulation of monoatomic ion transport	1.49663816747501	0.668035946486501	0.183322765447114	0.999999904388717	0.0228781766043152	0.558538762295912	0.828602220988511	1.16372783232667	FALSE
GO:1903046	meiotic cell cycle process	2.08509536382174	0.936205428642405	0.0571306084304657	0.904086281782686	0.082089025553746	0.241283479950101	1.14888993517934	1.15521633247115	FALSE
GO:0002064	epithelial cell development	1.01591735573852	2.25335989824983	0.670757170241185	3.73965426502736e-13	0.00611751475203989	9.25219447253243e-05	-1.2374425425113	-1.1492947093388	FALSE
GO:2000147	positive regulation of cell motility	0.276365855553669	0.612994484868735	0.999999075650302	0.999999904388717	0.838229943814507	0.101643468150821	-0.336628629315065	-1.1492947093388	FALSE
GO:0060028	convergent extension involved in axis elongation	2.55016500413398	1.1502258057846	0.0308343052363754	0.551860462832653	0.000858725122292891	0.211105044235298	1.39993919834938	1.14867348660438	FALSE
GO:0046165	alcohol biosynthetic process	1.46591116982343	0.665505684459718	0.315466149956253	0.999999904388717	0.084503765620289	0.610796827340152	0.800405485363714	1.13927478860213	FALSE
GO:0001706	endoderm formation	2.08149516557783	0.954615849694703	0.047827562110446	0.876494609247969	0.000143570067794827	0.0030998985591362	1.12687931588313	1.12462801263773	FALSE
GO:0032496	response to lipopolysaccharide	1.34933292378824	0.618831413526522	0.427670788166782	0.999999904388717	0.280991280951235	0.530665607300452	0.730501510261721	1.12462801263773	FALSE
GO:0042886	amide transport	1.2246049055942	0.561628617652631	0.51913639470942	0.999999904388717	0.253307456865056	0.345163576945381	0.662976287941571	1.12462801263773	FALSE
GO:0045879	negative regulation of smoothened signaling pathway	3.64130735803513	1.66997731970486	0.00114932276537733	0.0551922463326568	0.000112637463640326	0.00879460931081058	1.97133003833028	1.12462801263773	FALSE
